merchant_sku,source_type,identity_source_type,image_source_type,source_page_url,source_image_url,prepared_image_path,mime,width,height,file_size,sha256,perceptual_hash,identity_status,duplicate_status,storage_path,public_url,upload_status,upload_http_status,public_get_status,remote_sha256,sha_match,verified_at
ARD-2933,trusted_retailer,official_manufacturer,trusted_retailer,https://www.nahdionline.com/en-sa/lattafa-tamima-eau-de-parfum-for-women-100-ml/pdp/103544730,https://ecombe.nahdionline.com/media/catalog/product/1/0/103544730_af35ef70487987eab_21360.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-2933.webp,image/webp,1200,1200,99780,073D137B2799157F0A6A1144E77B33AA749D88960DFDC074BBE02FEB52ECDC64,06c0c2f6d2f2c200,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2933.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2933.webp,uploaded_verified,201,200,073D137B2799157F0A6A1144E77B33AA749D88960DFDC074BBE02FEB52ECDC64,true,2026-08-04T11:57:13.254Z
ARD-308,official_distributor,official_distributor,official_distributor,https://www.lattafa-ca.com/p/ekhtiari/,https://www.lattafa-ca.com/wp-content/uploads/lattafa-unisex-fragrances/6291106069037.png,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-308.webp,image/webp,1200,1200,39214,9CA66F7D26517F5872A673766071E1EC0CDEDB8349EB5F95B4971C141EB1F425,0c32b27030b2320c,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-308.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-308.webp,uploaded_verified,201,200,9CA66F7D26517F5872A673766071E1EC0CDEDB8349EB5F95B4971C141EB1F425,true,2026-08-04T11:57:13.304Z
ARD-309,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/washwashah/,https://www.lattafa.my/cdn/perfumes/lattafa/washwasha-by-lattafa-100ml-edp-wanita-malaysia/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-309.webp,image/webp,1200,1200,135664,7B42105D5A270E954F5EC107F048C4E48479B2BBCDC9BDF01FFB4152C07CC8E1,0074bcfcdadab09c,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-309.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-309.webp,uploaded_verified,201,200,7B42105D5A270E954F5EC107F048C4E48479B2BBCDC9BDF01FFB4152C07CC8E1,true,2026-08-04T11:57:13.464Z
ARD-310,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/raghba-for-men/,https://www.lattafa.my/cdn/perfumes/lattafa/raghba-men-lattafa-perfume-lelaki-sweet-smoky-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-310.webp,image/webp,1200,1200,91588,403BE6A272ABC533C347A3CAB51AE50FB9AB412116040E68961D82672FB26749,0992a6f6b6b6b000,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-310.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-310.webp,uploaded_verified,201,200,403BE6A272ABC533C347A3CAB51AE50FB9AB412116040E68961D82672FB26749,true,2026-08-04T11:57:13.577Z
ARD-311,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ramz-silver/,https://www.lattafa.my/cdn/perfumes/lattafa/ramz-silver-lattafa-perfume-lelaki-fresh-spicy-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-311.webp,image/webp,1200,1200,59306,C48DBA012D3F98CE8278EAF42DB2F99C1E33124A65585048A9CD338D739ADA67,849280909292988a,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-311.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-311.webp,uploaded_verified,201,200,C48DBA012D3F98CE8278EAF42DB2F99C1E33124A65585048A9CD338D739ADA67,true,2026-08-04T11:57:13.497Z
ARD-3117,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa-pride/ansaam-silver/,https://www.lattafa.my/cdn/434769cb-9d7e-4cc7-9cd1-e04ab962dd00/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3117.webp,image/webp,1200,1200,70654,A70C51ED4E4F37495A29360D7F257994AFE6947F1038E843629C3F57D9C6CC24,c0908a8a8a8a8ece,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3117.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3117.webp,uploaded_verified,201,200,A70C51ED4E4F37495A29360D7F257994AFE6947F1038E843629C3F57D9C6CC24,true,2026-08-04T11:57:13.530Z
ARD-312,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ejaazi/,https://www.lattafa.my/cdn/perfumes/lattafa/ejaazi-by-lattafa-100ml-edp-perfume-men-malaysia/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-312.webp,image/webp,1200,1200,76376,6B12A1C5B8575639026C4D7AAC613EC6EFFF6ACEC3E139BBB1D395AE1D4AFC1F,0186869692b6a683,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-312.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-312.webp,uploaded_verified,201,200,6B12A1C5B8575639026C4D7AAC613EC6EFFF6ACEC3E139BBB1D395AE1D4AFC1F,true,2026-08-04T11:57:13.636Z
ARD-3149,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/yara-moi/,https://www.lattafa.my/cdn/perfumes/lattafa/yara-moi-by-lattafa-100ml-edp-wanita-malaysia/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3149.webp,image/webp,1200,1200,48524,732878627672514DE614B4DF9CB73E132B075B98DD9352A4DE9F2B56059A3D70,08e4e6e4e4e4f4f0,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3149.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3149.webp,uploaded_verified,201,200,732878627672514DE614B4DF9CB73E132B075B98DD9352A4DE9F2B56059A3D70,true,2026-08-04T11:57:13.691Z
ARD-3240,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/haya/,https://www.lattafa.my/cdn/perfumes/lattafa/haya-lattafa-perfume-wanita-fruity-floral-long-lasting-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3240.webp,image/webp,1200,1200,41206,AAB430A4C95F2C2814E96BAB250EA749E4FD6A687D3F60C13DFE6DDAFD8E9271,d0d9b8bcdcd8d8d8,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3240.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3240.webp,uploaded_verified,201,200,AAB430A4C95F2C2814E96BAB250EA749E4FD6A687D3F60C13DFE6DDAFD8E9271,true,2026-08-04T11:57:13.710Z
ARD-3242,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/sakeena/,https://www.lattafa.my/cdn/perfumes/lattafa/sakeena-by-lattafa-100ml-edp-wanita-malaysia/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3242.webp,image/webp,1200,1200,96734,E9B3593FF80C366BDB1F284E3E0992DD9F48A3F9D42C6D02AF8AB2241493B741,00c2c8ccd8d8cc00,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3242.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3242.webp,uploaded_verified,201,200,E9B3593FF80C366BDB1F284E3E0992DD9F48A3F9D42C6D02AF8AB2241493B741,true,2026-08-04T11:57:13.753Z
ARD-3244,official_distributor,official_manufacturer,official_distributor,https://www.lattafa.my/perfumes/lattafa/taweel-perfume/,https://www.lattafa.my/cdn/perfumes/lattafa/taweel-by-lattafa-100ml-edp-unisex-2/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3244.webp,image/webp,1200,1200,106362,81357500C8EA32101F3DD11A644D829592C1204F0333ACDAFD9C70C3F54CF7D3,80d09898dcd2d4c4,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3244.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3244.webp,uploaded_verified,201,200,81357500C8EA32101F3DD11A644D829592C1204F0333ACDAFD9C70C3F54CF7D3,true,2026-08-04T11:57:13.781Z
ARD-3245,official_distributor,official_manufacturer,official_distributor,https://www.lattafa.my/perfumes/lattafa/emaan-perfume/,https://www.lattafa.my/cdn/perfumes/lattafa/68f50d1a1936c1760890138-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3245.webp,image/webp,1200,1200,76350,3EE9E203044271A79D376322D2EB35CB728AA667F6A39061D16D7A23625693AF,7ce2f2f2bcdcd0d4,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3245.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3245.webp,uploaded_verified,201,200,3EE9E203044271A79D376322D2EB35CB728AA667F6A39061D16D7A23625693AF,true,2026-08-04T11:57:13.825Z
ARD-3260,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/maahir-legacy/,https://www.lattafa.my/cdn/perfumes/lattafa/maahir-legacy-by-lattafa-perfume-unisex-malaysia-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3260.webp,image/webp,1200,1200,37730,BB7FB27873511D6B2B44DD23FD458665AC9C2ED331D4F97A6D7B1E1B92F7856C,98e2e4e4e4e4e4e4,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3260.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3260.webp,uploaded_verified,201,200,BB7FB27873511D6B2B44DD23FD458665AC9C2ED331D4F97A6D7B1E1B92F7856C,true,2026-08-04T11:57:13.864Z
ARD-3274,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/thouq/,https://www.lattafa.my/cdn/91b15886-eddd-42f9-7c9e-69cd0f832800/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3274.webp,image/webp,1200,1200,74166,D816C1BC49844C33AFC266CF57020D995873392E3871CFEF4C365F0C3C782022,8290c6c6c6ceb280,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3274.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3274.webp,uploaded_verified,201,200,D816C1BC49844C33AFC266CF57020D995873392E3871CFEF4C365F0C3C782022,true,2026-08-04T11:57:13.946Z
ARD-3347,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/oud-najdia/,https://www.lattafa.my/cdn/665f27e7-b356-4316-bde6-c0df39109400/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3347.webp,image/webp,1200,1200,171362,E2E5EB2EBAFF46AC2F57A5D3DD7D5B92F23377655A8B15F91A9D1D7D2C0F2F8F,0180dcececdade2c,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3347.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3347.webp,uploaded_verified,201,200,E2E5EB2EBAFF46AC2F57A5D3DD7D5B92F23377655A8B15F91A9D1D7D2C0F2F8F,true,2026-08-04T11:57:13.940Z
ARD-3349,trusted_retailer,official_manufacturer,trusted_retailer,https://www.nahdionline.com/en-sa/lattafa-aura-eau-de-parfum-unisex-60-ml/pdp/103564351,https://ecombe.nahdionline.com/media/catalog/product/1/0/103564351_a211395a7a14132ad_28334.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3349.webp,image/webp,1200,1200,68204,E71B8E535EC3D658D1C4BB42BFDF587868D270487B8CA1061D9DB9013DE8C173,b0b0f074607068f4,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3349.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3349.webp,uploaded_verified,201,200,E71B8E535EC3D658D1C4BB42BFDF587868D270487B8CA1061D9DB9013DE8C173,true,2026-08-04T11:57:13.977Z
ARD-3350,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/velvet-rose/,https://www.lattafa.my/cdn/perfumes/lattafa/velvet-rose-by-lattafa-100ml-edp-unisex-malaysia/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3350.webp,image/webp,1200,1200,68466,E7AF185E11F1A2D985D231ADACD959D9CEA8E9BDD9878DF5ECB4C45C2D0382FA,e2e1e9e4ece8e4e4,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3350.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3350.webp,uploaded_verified,201,200,E7AF185E11F1A2D985D231ADACD959D9CEA8E9BDD9878DF5ECB4C45C2D0382FA,true,2026-08-04T11:57:13.988Z
ARD-3351,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/al-noble-ameer/,https://www.lattafa.my/cdn/perfumes/lattafa/al-noble-ameer-lattafa-perfume-lelaki-amber-woody-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3351.webp,image/webp,1200,1200,85884,3F31B8B6E643E40116C71362DF89E1AB06AA7C10AD708C4A5BB1C9C1626EF227,c0e0c0dcdceccc00,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3351.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3351.webp,uploaded_verified,201,200,3F31B8B6E643E40116C71362DF89E1AB06AA7C10AD708C4A5BB1C9C1626EF227,true,2026-08-04T11:57:14.140Z
ARD-3352,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/al-noble-wazeer/,https://www.lattafa.my/cdn/perfumes/lattafa/al-noble-wazeer-by-lattafa-100ml-box-bottle-hadiah-pasangan-malaysia-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3352.webp,image/webp,1200,1200,85332,8F69C673200D39F022E3097BD8B630A3425DE0658713B9211E1F36414E6917BC,92a2a49cdce4ac8c,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3352.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3352.webp,uploaded_verified,201,200,8F69C673200D39F022E3097BD8B630A3425DE0658713B9211E1F36414E6917BC,true,2026-08-04T11:57:14.202Z
ARD-3353,official_distributor,official_manufacturer,official_distributor,https://www.lattafa.my/perfumes/lattafa/safeer/,https://www.lattafa.my/cdn/perfumes/lattafa/safeer-al-noble-lattafa-perfume-unisex-woody-amber-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3353.webp,image/webp,1200,1200,90262,6BD6A7EC31E60484A0AA8ADD2BC694F6B6292AD1CC64DAAF68C7F4A85D41A257,90e2c494c4ececcc,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3353.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3353.webp,uploaded_verified,201,200,6BD6A7EC31E60484A0AA8ADD2BC694F6B6292AD1CC64DAAF68C7F4A85D41A257,true,2026-08-04T11:57:14.154Z
ARD-3531,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ajwad/,https://www.lattafa.my/cdn/perfumes/lattafa/ajwad-by-lattafa-edp-60ml/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3531.webp,image/webp,1200,1200,112430,384727D3B7A8B8A5AFB028032783AE837A07FA891F205637F8613BB4A02FC184,00c4d4d4dcd4c400,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3531.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3531.webp,uploaded_verified,201,200,384727D3B7A8B8A5AFB028032783AE837A07FA891F205637F8613BB4A02FC184,true,2026-08-04T11:57:14.131Z
ARD-3536,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/vintage-radio/,https://www.lattafa.my/cdn/b3508309-541d-4d10-68ed-22b97fda4e00/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3536.webp,image/webp,1200,1200,50810,ACE8BCEF574A0C6FD66ABAE8B4F7272686B5BC54063138F6F98CCFC892848003,04d0d09094d4c408,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3536.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3536.webp,uploaded_verified,201,200,ACE8BCEF574A0C6FD66ABAE8B4F7272686B5BC54063138F6F98CCFC892848003,true,2026-08-04T11:57:14.265Z
ARD-3627,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/la-collection-1910/,https://www.lattafa.my/cdn/799b4ae6-8de7-4176-922b-2eba84ccb900/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3627.webp,image/webp,1200,1200,51250,669335365C6BDB07A49471B51F6995EE38D796A4204E58E9C2A816199339D35C,00b6b6e4bc949630,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3627.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3627.webp,uploaded_verified,201,200,669335365C6BDB07A49471B51F6995EE38D796A4204E58E9C2A816199339D35C,true,2026-08-04T11:57:14.371Z
ARD-3628,official_distributor,official_manufacturer,official_distributor,https://www.lattafa.my/perfumes/lattafa-pride/la-collection-1886/,https://www.lattafa.my/cdn/7ed15c3b-2c74-4c50-4028-ff2e37894500/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3628.webp,image/webp,1200,1200,64660,93527DA84BEFEFFC95684B92F140E2E4FD9550111DC39E60D9A7BFFA1BA927B5,a626e4ecfc94b6b0,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3628.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3628.webp,uploaded_verified,201,200,93527DA84BEFEFFC95684B92F140E2E4FD9550111DC39E60D9A7BFFA1BA927B5,true,2026-08-04T11:57:14.320Z
ARD-3709,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/khamrah-qahwa/,https://www.lattafa.my/cdn/perfumes/lattafa/khamrah-qahwa-lattafa-100ml-edp-unisex-perfume-malaysia/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3709.webp,image/webp,1200,1200,92598,0D2D5756EC289C668D2DFA021B35F98216EBB0754E4B50E757BB23AC75BFCA84,c8d2d2d2d2d292c2,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3709.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3709.webp,uploaded_verified,201,200,0D2D5756EC289C668D2DFA021B35F98216EBB0754E4B50E757BB23AC75BFCA84,true,2026-08-04T11:57:14.335Z
ARD-3710,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ajayeb-dubai/,https://www.lattafa.my/cdn/perfumes/lattafa/ajayeb-dubai-lattafa-perfume-unisex-amber-sweet-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3710.webp,image/webp,1200,1200,104612,7952DCDB8B6510C4B82F4E24322453B4E3C44DDC7E2F4E4F2285C7A926060A32,a0a0c4b494c4e424,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3710.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3710.webp,uploaded_verified,201,200,7952DCDB8B6510C4B82F4E24322453B4E3C44DDC7E2F4E4F2285C7A926060A32,true,2026-08-04T11:57:14.413Z
ARD-3711,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/qaed-al-fursan-unlimited/,https://www.lattafa.my/cdn/perfumes/lattafa/qaed-al-fursan-unlimited-lattafa-90ml-edp-malaysia/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3711.webp,image/webp,1200,1200,56448,20CF7744FF9B0C40A5943C1092E245890FFDA8FF0EA3ED888863AF81112F477D,08a0c2c4ccecc4cc,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3711.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3711.webp,uploaded_verified,201,200,20CF7744FF9B0C40A5943C1092E245890FFDA8FF0EA3ED888863AF81112F477D,true,2026-08-04T11:57:14.462Z
ARD-3712,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/yara-tous/,https://www.lattafa.my/cdn/perfumes/lattafa/yara-tous-lattafa-wanita-vanilla-fruity-100ml-edp/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3712.webp,image/webp,1200,1200,71938,543A5EE3EF91A7B735D7796C5F3ABFD78EF1E7EF34E3F64C425BAC8DFD4D9CD7,c0d0d4f4d4dcfcdc,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3712.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3712.webp,uploaded_verified,201,200,543A5EE3EF91A7B735D7796C5F3ABFD78EF1E7EF34E3F64C425BAC8DFD4D9CD7,true,2026-08-04T11:57:14.495Z
ARD-3714,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/liam-grey/,https://www.lattafa.my/cdn/183bda87-8deb-41dc-5e51-1f1ae02c3c00/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3714.webp,image/webp,1200,1200,34994,DFAFABB24CDFB9EE654F8E47CE87834EAE17C73AFEE212F0201C29E15242FCC5,0c80c088b480c881,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3714.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3714.webp,uploaded_verified,201,200,DFAFABB24CDFB9EE654F8E47CE87834EAE17C73AFEE212F0201C29E15242FCC5,true,2026-08-04T11:57:14.503Z
ARD-3897,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/badee-al-oud-sublime/,https://www.lattafa.my/cdn/perfumes/lattafa/badee-al-oud-sublime-perfume-100ml-edp-lattafa/large/image.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-3897.webp,image/webp,1200,1200,118172,A98C34B8EB20702B8D69B47FBD6FC96384525EAE4490FD61997FD6F5E2C13EA2,c0d9989c9a9892c8,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3897.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3897.webp,uploaded_verified,201,200,A98C34B8EB20702B8D69B47FBD6FC96384525EAE4490FD61997FD6F5E2C13EA2,true,2026-08-04T11:57:14.560Z
ARD-4138,official_distributor,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/eclaire/,https://www.lattafa.my/cdn/perfumes/lattafa/eclaire-lattafa-perfume-wanita-creamy-vanilla-100ml-edp/product/?f=webp&name=x.jpg,E:/Project/DilMart-Store/.tmp-product-import/ard-al-khaleej/batch100/images/ARD-4138.webp,image/webp,1200,1200,31126,6374DB77F2B112699B2E9D4ED8A301B9FCB3F7A1F2C2CC5DBDB12291BA43A903,c2c0ccd0d8ccecec,VERIFIED,unique,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4138.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4138.webp,uploaded_verified,201,200,6374DB77F2B112699B2E9D4ED8A301B9FCB3F7A1F2C2CC5DBDB12291BA43A903,true,2026-08-04T11:57:14.714Z
