merchant_sku,storage_path,public_url,upload_status,upload_http_status,public_get_status,local_sha256,remote_sha256,sha_match,error,verified_at
ARD-3710,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3710.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3710.webp,uploaded_verified,201,200,7952DCDB8B6510C4B82F4E24322453B4E3C44DDC7E2F4E4F2285C7A926060A32,7952DCDB8B6510C4B82F4E24322453B4E3C44DDC7E2F4E4F2285C7A926060A32,true,,2026-08-04T11:57:14.413Z
ARD-3711,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3711.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3711.webp,uploaded_verified,201,200,20CF7744FF9B0C40A5943C1092E245890FFDA8FF0EA3ED888863AF81112F477D,20CF7744FF9B0C40A5943C1092E245890FFDA8FF0EA3ED888863AF81112F477D,true,,2026-08-04T11:57:14.462Z
ARD-3712,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3712.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3712.webp,uploaded_verified,201,200,543A5EE3EF91A7B735D7796C5F3ABFD78EF1E7EF34E3F64C425BAC8DFD4D9CD7,543A5EE3EF91A7B735D7796C5F3ABFD78EF1E7EF34E3F64C425BAC8DFD4D9CD7,true,,2026-08-04T11:57:14.495Z
ARD-3714,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3714.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3714.webp,uploaded_verified,201,200,DFAFABB24CDFB9EE654F8E47CE87834EAE17C73AFEE212F0201C29E15242FCC5,DFAFABB24CDFB9EE654F8E47CE87834EAE17C73AFEE212F0201C29E15242FCC5,true,,2026-08-04T11:57:14.503Z
ARD-3897,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3897.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3897.webp,uploaded_verified,201,200,A98C34B8EB20702B8D69B47FBD6FC96384525EAE4490FD61997FD6F5E2C13EA2,A98C34B8EB20702B8D69B47FBD6FC96384525EAE4490FD61997FD6F5E2C13EA2,true,,2026-08-04T11:57:14.560Z
ARD-4138,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4138.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4138.webp,uploaded_verified,201,200,6374DB77F2B112699B2E9D4ED8A301B9FCB3F7A1F2C2CC5DBDB12291BA43A903,6374DB77F2B112699B2E9D4ED8A301B9FCB3F7A1F2C2CC5DBDB12291BA43A903,true,,2026-08-04T11:57:14.714Z
ARD-4214,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4214.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4214.webp,uploaded_verified,201,200,8551EEFF47F061A65DDFD266CE98DE6433B924335C2F9C8193CCF155E5B4E3DA,8551EEFF47F061A65DDFD266CE98DE6433B924335C2F9C8193CCF155E5B4E3DA,true,,2026-08-04T11:57:14.680Z
ARD-4215,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4215.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4215.webp,uploaded_verified,201,200,86319C0F6DF7CEA3860026C1F3670D458C92C176B69DD5BE7542C375095D817E,86319C0F6DF7CEA3860026C1F3670D458C92C176B69DD5BE7542C375095D817E,true,,2026-08-04T11:57:14.723Z
ARD-4246,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4246.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4246.webp,uploaded_verified,201,200,07FA33CED0D93960D898396972BDFE1C7D408BF5AF48A99431218EEF4EC7A628,07FA33CED0D93960D898396972BDFE1C7D408BF5AF48A99431218EEF4EC7A628,true,,2026-08-04T11:57:14.733Z
ARD-4255,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4255.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4255.webp,uploaded_verified,201,200,2C08CC179004238FB47D1CCE62E5B8B92AEE37B5C5F7216272466021A5FAFE23,2C08CC179004238FB47D1CCE62E5B8B92AEE37B5C5F7216272466021A5FAFE23,true,,2026-08-04T11:57:14.815Z
ARD-4256,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4256.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4256.webp,uploaded_verified,201,200,06355D53CDC739CE5C76AB44823CA66BCA45D4FA4B8DC3D38376E397F10F03F6,06355D53CDC739CE5C76AB44823CA66BCA45D4FA4B8DC3D38376E397F10F03F6,true,,2026-08-04T11:57:14.894Z
ARD-4273,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4273.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4273.webp,uploaded_verified,201,200,68A7BD45E32DE8A72831CF3A4118423C7CBE3E4A8BA0113AADC104F04D8E2D87,68A7BD45E32DE8A72831CF3A4118423C7CBE3E4A8BA0113AADC104F04D8E2D87,true,,2026-08-04T11:57:14.900Z
ARD-4286,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4286.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4286.webp,uploaded_verified,201,200,E58DD31A93007482A75EF151E462F398B456DA9EFDB8F5BE63F5494BA2738E25,E58DD31A93007482A75EF151E462F398B456DA9EFDB8F5BE63F5494BA2738E25,true,,2026-08-04T11:57:14.884Z
ARD-4300,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4300.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4300.webp,uploaded_verified,201,200,85B869E4260033F366C765C744A8FD227BD7677023BA1CD4C78C600E022D4DBE,85B869E4260033F366C765C744A8FD227BD7677023BA1CD4C78C600E022D4DBE,true,,2026-08-04T11:57:14.952Z
ARD-4336,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4336.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4336.webp,uploaded_verified,201,200,E98E627072DB935590D8900CC6BB770A4879B379D7C1BE0FBE19246C513E95D4,E98E627072DB935590D8900CC6BB770A4879B379D7C1BE0FBE19246C513E95D4,true,,2026-08-04T11:57:15.183Z
ARD-4564,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4564.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4564.webp,uploaded_verified,201,200,C0FD76A4ADD2B009B29D098074EE8F6D6042A94D0C12F12C25BA0978FFFC23EE,C0FD76A4ADD2B009B29D098074EE8F6D6042A94D0C12F12C25BA0978FFFC23EE,true,,2026-08-04T11:57:15.081Z
ARD-463,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-463.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-463.webp,uploaded_verified,201,200,0B201B23A65150E6380E6124F246ED5ED688444FF47FD3D2C6911D84923D782D,0B201B23A65150E6380E6124F246ED5ED688444FF47FD3D2C6911D84923D782D,true,,2026-08-04T11:57:15.037Z
ARD-4637,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4637.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4637.webp,uploaded_verified,201,200,AC1D1A03D3BB5AB84111CAEF61F7E7BB8C955E072E99EE4ED3312B96B8477228,AC1D1A03D3BB5AB84111CAEF61F7E7BB8C955E072E99EE4ED3312B96B8477228,true,,2026-08-04T11:57:15.088Z
ARD-465,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-465.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-465.webp,uploaded_verified,201,200,1CA9E9ACA4DAD35083C7E47777E0D5083BFD78C1B5E2E87C58AA9AD3C0787713,1CA9E9ACA4DAD35083C7E47777E0D5083BFD78C1B5E2E87C58AA9AD3C0787713,true,,2026-08-04T11:57:15.278Z
ARD-466,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-466.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-466.webp,uploaded_verified,201,200,632F643F1774220339EDF2646F5A7796218588D35AB685AA9887A2519039CB11,632F643F1774220339EDF2646F5A7796218588D35AB685AA9887A2519039CB11,true,,2026-08-04T11:57:15.212Z
ARD-4660,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4660.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4660.webp,uploaded_verified,201,200,6BE3B3F8D46A740A67EC3F5AAEAEE74F3B42079A54535E1AAB8A73163AC90C35,6BE3B3F8D46A740A67EC3F5AAEAEE74F3B42079A54535E1AAB8A73163AC90C35,true,,2026-08-04T11:57:15.228Z
ARD-4664,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4664.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4664.webp,uploaded_verified,201,200,70410673D8A46950FEC4C4DB3C1B7FF9BD66EB4A60ED87951E8753F56CC30C88,70410673D8A46950FEC4C4DB3C1B7FF9BD66EB4A60ED87951E8753F56CC30C88,true,,2026-08-04T11:57:15.383Z
ARD-467,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-467.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-467.webp,uploaded_verified,201,200,4108F0D3AEFF4AE51F20CD7CA22DBD98B48A9E41DA8EA3776D3EAC74E741D794,4108F0D3AEFF4AE51F20CD7CA22DBD98B48A9E41DA8EA3776D3EAC74E741D794,true,,2026-08-04T11:57:15.362Z
ARD-4680,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4680.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4680.webp,uploaded_verified,201,200,A7965E8B3B582CCE21A0622E07BB29AA12C6A22D147E4972FA37A1ECAC8E76FB,A7965E8B3B582CCE21A0622E07BB29AA12C6A22D147E4972FA37A1ECAC8E76FB,true,,2026-08-04T11:57:15.360Z
ARD-4685,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4685.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4685.webp,uploaded_verified,201,200,219439A09C9ED7C49DEBC92B47107B65B2CF94DDA2B03EEA59530D23467959FA,219439A09C9ED7C49DEBC92B47107B65B2CF94DDA2B03EEA59530D23467959FA,true,,2026-08-04T11:57:15.438Z
ARD-4686,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4686.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4686.webp,uploaded_verified,201,200,F3DAAB3F9A265BF2684CBFC9F517DC279E57564A703255F3E8F27425A719F1DA,F3DAAB3F9A265BF2684CBFC9F517DC279E57564A703255F3E8F27425A719F1DA,true,,2026-08-04T11:57:15.502Z
ARD-4750,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4750.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4750.webp,uploaded_verified,201,200,AA2B33B4155A7EAA776DDE3769E3340194CA2290D9397355AE84A257DF58B00E,AA2B33B4155A7EAA776DDE3769E3340194CA2290D9397355AE84A257DF58B00E,true,,2026-08-04T11:57:15.480Z
ARD-4751,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4751.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4751.webp,uploaded_verified,201,200,67BAE9D4971718069E2D6A7A21B9635CF77665EE4DA1A0E476FD11CDE9F49A16,67BAE9D4971718069E2D6A7A21B9635CF77665EE4DA1A0E476FD11CDE9F49A16,true,,2026-08-04T11:57:15.545Z
ARD-4752,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4752.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4752.webp,uploaded_verified,201,200,6425746949CE934A3209C7FFA0EF2BAEFB03FFFD10707113E96CE7A18C38467E,6425746949CE934A3209C7FFA0EF2BAEFB03FFFD10707113E96CE7A18C38467E,true,,2026-08-04T11:57:15.563Z
ARD-4770,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4770.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4770.webp,uploaded_verified,201,200,154AEB7DA3DD65A46936EFB70CB99F5AC72C110A00FDA4AEE2C5DC4E5E20E980,154AEB7DA3DD65A46936EFB70CB99F5AC72C110A00FDA4AEE2C5DC4E5E20E980,true,,2026-08-04T11:57:15.637Z
ARD-479,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-479.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-479.webp,uploaded_verified,201,200,8BEE53E48E807D29227E84F907D267369F217BB3DBF393E6F0DACCA87797153D,8BEE53E48E807D29227E84F907D267369F217BB3DBF393E6F0DACCA87797153D,true,,2026-08-04T11:57:15.623Z
ARD-4792,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4792.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4792.webp,uploaded_verified,201,200,C59A9651B90D98994598AD72A8FBB6224A83A34B35015BC86A989BE251C0B5A2,C59A9651B90D98994598AD72A8FBB6224A83A34B35015BC86A989BE251C0B5A2,true,,2026-08-04T11:57:15.753Z
ARD-4807,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4807.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4807.webp,uploaded_verified,201,200,D880EBFF56F87844471AA1FE0A7E53FE2DAF1A1A0B5AA935AD5B986243130834,D880EBFF56F87844471AA1FE0A7E53FE2DAF1A1A0B5AA935AD5B986243130834,true,,2026-08-04T11:57:15.729Z
ARD-5036,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-5036.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-5036.webp,uploaded_verified,201,200,D06C3D98E655D82D57A7800AA3049B1B2271FE2E43356AAED270C9A4148ABC8C,D06C3D98E655D82D57A7800AA3049B1B2271FE2E43356AAED270C9A4148ABC8C,true,,2026-08-04T11:57:15.747Z
ARD-5058,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-5058.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-5058.webp,uploaded_verified,201,200,0EADFB4AAA73A1B75A577ED8B8866DA6E3AA62FA22B7B438BEBEDED86CDC3A77,0EADFB4AAA73A1B75A577ED8B8866DA6E3AA62FA22B7B438BEBEDED86CDC3A77,true,,2026-08-04T11:57:15.769Z
ARD-663,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-663.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-663.webp,uploaded_verified,201,200,1C5299745D09D44A3163B35687E04E0E61632804833E7C4685A7FB2CD50D85F8,1C5299745D09D44A3163B35687E04E0E61632804833E7C4685A7FB2CD50D85F8,true,,2026-08-04T11:57:15.865Z
ARD-715,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-715.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-715.webp,uploaded_verified,201,200,95D019BD58C38467FFB70F7D9D27D5B78AD29CC568702031D976A95E99A47A96,95D019BD58C38467FFB70F7D9D27D5B78AD29CC568702031D976A95E99A47A96,true,,2026-08-04T11:57:15.886Z
ARD-766,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-766.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-766.webp,uploaded_verified,201,200,136E526FD718BBF53893A8970B71163152AD18B8700EF5A5CCF79930B31FCCD9,136E526FD718BBF53893A8970B71163152AD18B8700EF5A5CCF79930B31FCCD9,true,,2026-08-04T11:57:15.894Z
ARD-775,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-775.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-775.webp,uploaded_verified,201,200,30294AA332041500AAFF06361074A78C0549BB5CC32CF49878698E220243C755,30294AA332041500AAFF06361074A78C0549BB5CC32CF49878698E220243C755,true,,2026-08-04T11:57:15.937Z
ARD-823,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-823.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-823.webp,uploaded_verified,201,200,66107F82113F7E6E82BDD34EBBF5790F718A10DF68A245FEE5807767E9549057,66107F82113F7E6E82BDD34EBBF5790F718A10DF68A245FEE5807767E9549057,true,,2026-08-04T11:57:16.017Z
ARD-92,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-92.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-92.webp,uploaded_verified,201,200,4161A2BFE482B79BE39BF866AACD135197EF99B7E8B663969AAD7278A4E342D8,4161A2BFE482B79BE39BF866AACD135197EF99B7E8B663969AAD7278A4E342D8,true,,2026-08-04T11:57:16.071Z
ARD-957,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-957.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-957.webp,uploaded_verified,201,200,7AFF2DA57E6E697EFFC767D272047F388BFB5ABE10AC13D3FC8A49A8009B24A5,7AFF2DA57E6E697EFFC767D272047F388BFB5ABE10AC13D3FC8A49A8009B24A5,true,,2026-08-04T11:57:16.031Z
ARD-958,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-958.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-958.webp,uploaded_verified,201,200,5C73D21111F12E4E353A66784542C4C66BB54FB48A27150D011463EE37F0AD01,5C73D21111F12E4E353A66784542C4C66BB54FB48A27150D011463EE37F0AD01,true,,2026-08-04T11:57:16.185Z
ARD-959,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-959.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-959.webp,uploaded_verified,201,200,5EB325EF1934E5327106B47C477193FD4D26D577943253C06303696420EF3D1B,5EB325EF1934E5327106B47C477193FD4D26D577943253C06303696420EF3D1B,true,,2026-08-04T11:57:16.315Z
ARD-970,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-970.webp,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-970.webp,uploaded_verified,201,200,6169B26AEC46D1CDCAC11F2AED42AAE8A24F3E0ABC0B29F798AA005F88BC603B,6169B26AEC46D1CDCAC11F2AED42AAE8A24F3E0ABC0B29F798AA005F88BC603B,true,,2026-08-04T11:57:16.165Z
