merchant_sku,product_id,name,slug,brand,price,stock,is_active,is_published,visibility_status,discount_price,category_slug,image_url,short_char_count,description_present,match_final_csv,issues
ARD-4664,554d6f4b-d4c2-49b9-8e6b-789d07af0a59,عطر نبراس الكسير 100 مل / لطافة برايد,عطر-نبراس-الكسير-100-مل-لطافة-برايد-ard-4664,Lattafa Pride,45000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4664.webp,60,false,true,
ARD-467,a4fb0574-89d2-4d21-b1d7-2b546b3f05ef,عطر مسك مود,عطر-مسك-مود-ard-467,Lattafa,16000.00,0,false,false,private,,musk-oils-mukhammaria,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-467.webp,73,false,true,
ARD-4680,3dc3bafb-de82-4959-a0f8-24fb745a875f,عطر شهد كبير 150 مل,عطر-شهد-كبير-150-مل-ard-4680,Lattafa,17000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4680.webp,112,false,true,
ARD-4685,565095bd-e6fd-4a45-a073-4a130f84179b,عطر اسد الكسير 100 مل,عطر-اسد-الكسير-100-مل-ard-4685,Lattafa,30000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4685.webp,150,false,true,
ARD-4686,6aca5860-da38-4d92-a5b3-2d3ab01b36f6,عطر يارا الكسير 100 مل,عطر-يارا-الكسير-100-مل-ard-4686,Lattafa,30000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4686.webp,115,false,true,
ARD-4750,e445333b-6a4c-41ca-a820-0a665c34b05a,معطر جو اكلاير 300 مل,معطر-جو-اكلاير-300-مل-ard-4750,Lattafa,3000.00,0,false,false,private,,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4750.webp,141,false,true,
ARD-4751,14cff61c-cf4e-42eb-be80-015cbdbd9d33,معطر جو مسمم ابيض 300 مل,معطر-جو-مسمم-ابيض-300-مل-ard-4751,Lattafa,3000.00,0,false,false,private,,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4751.webp,264,false,true,
ARD-4752,c8dcd9c4-a485-44d4-b7a3-27bdb7b7e94c,معطر جو بديع العود نوبل بلوش 300 مل,معطر-جو-بديع-العود-نوبل-بلوش-300-مل-ard-4752,Lattafa,3000.00,0,false,false,private,,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4752.webp,180,false,true,
ARD-4770,454bd3d9-b768-4de6-b91b-c9af8703196a,عطر انا الابيض سكارليت 100 مل,عطر-انا-الابيض-سكارليت-100-مل-ard-4770,Lattafa,18000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4770.webp,75,false,true,
ARD-479,35919e03-111b-49b4-9283-d3022de4753d,عطر قمة رجالي,عطر-قمة-رجالي-ard-479,Lattafa,15000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-479.webp,81,true,true,
ARD-4792,324cc543-e7f0-44dd-8bb4-08c0406ce5be,عطر مسمم اسود انتنس,عطر-مسمم-اسود-انتنس-ard-4792,Lattafa,43000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4792.webp,52,false,true,
ARD-4807,c107da64-a884-4d42-9589-765d05c304f5,معطر جو نبراس 300 مل / لطافة برايد,معطر-جو-نبراس-300-مل-لطافة-برايد-ard-4807,Lattafa,3000.00,0,false,false,private,,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4807.webp,95,false,true,
ARD-5036,890d8ebd-0dcd-4fd2-9136-392977ea4ddc,عطر ماهر هونور 100 مل,عطر-ماهر-هونور-100-مل-ard-5036,Lattafa,35000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-5036.webp,110,false,true,
ARD-5058,1f290741-9b46-4a36-bb60-e39baffd0437,عطر خمرة واحة 100 مل,عطر-خمرة-واحة-100-مل-ard-5058,Lattafa,40000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-5058.webp,148,false,true,
ARD-663,3b2d56e7-5a57-4c0f-be0b-6576059a452d,عطر انا الابيض روج,عطر-انا-الابيض-روج-ard-663,Lattafa,18000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-663.webp,80,true,true,
ARD-715,74ecad34-af4f-4f1e-9f52-8796f191822d,عطر رمز لطافه ذهبي,عطر-رمز-لطافه-ذهبي-ard-715,Lattafa,17000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-715.webp,96,true,true,
ARD-766,d56f56a8-5261-4c2d-b2cb-05014d9753fd,عطر اوراق العود,عطر-اوراق-العود-ard-766,Lattafa,14000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-766.webp,67,true,true,
ARD-775,6159fc97-9fd3-405e-91b9-986fe0741140,عطر مسك السلامه,عطر-مسك-السلامه-ard-775,Lattafa,15000.00,0,false,false,private,,musk-oils-mukhammaria,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-775.webp,115,false,true,
ARD-823,f5ba19f3-c763-460f-b42f-de809d393117,عطر شيخ الشيوخ,عطر-شيخ-الشيوخ-ard-823,Lattafa,12000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-823.webp,76,true,true,
ARD-92,92ea2610-7cb3-4663-8bee-35623df92d2e,عطر شيخ الشيوخ المركز 80 مل,عطر-شيخ-الشيوخ-المركز-80-مل-ard-92,Lattafa,14000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-92.webp,108,true,true,
ARD-957,761ff1ea-d30d-4057-bc96-a27b4da19578,عطر 24 قيراط ذهبي,عطر-24-قيراط-ذهبي-ard-957,Lattafa,19000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-957.webp,71,true,true,
ARD-958,87ca90e4-c5a5-44cf-9d23-5de23429689d,عطر 24 قيراط سلفر,عطر-24-قيراط-سلفر-ard-958,Lattafa,15000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-958.webp,72,true,true,
ARD-959,8f743fd8-4c40-40bf-8029-88895f6d7297,عطر نجدية,عطر-نجدية-ard-959,Lattafa,15000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-959.webp,68,true,true,
ARD-970,b5c5c9d2-f14c-4f10-832c-abf68cdfd9b2,عطر قائد الفرسان,عطر-قائد-الفرسان-ard-970,Lattafa,15000.00,0,false,false,private,,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-970.webp,71,true,true,
