sku,name,slug,brand,sizes,category_slug,price,image_url,short_description,description,stock,is_active,is_published,visibility_status,discount_price,merchant_id
ARD-3349,عطر اورا 60 مل,عطر-اورا-60-مل-ard-3349,Lattafa,60 مل,perfumes,26000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3349.webp,عطر أورا من لطافة بحجم 60 مل للجنسين، بافتتاحية زعفران وقلب ياسمين وبلسم تنوب وقاعدة كاشمران ومسك وخشب أرز.,"عائلة عطرية: Woody Spicy | المقدمة: Saffron | القلب: Jasmine, fir balsam | القاعدة: Cashmeran, ambergris, moss, musk, cedarwood | التصنيف الرسمي: unisex",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3350,عطر فلفت روز 100 مل,عطر-فلفت-روز-100-مل-ard-3350,Lattafa,100 مل,perfumes,23000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3350.webp,عطر فلفت روز من لطافة بحجم 100 مل، برائحة وردية مخملية مع هيل وباتشولي وقاعدة سويد وعنبر وعود.,"عائلة عطرية: Rose Woody | المقدمة: Cardamom, bergamot | القلب: Violet leaf, patchouli | القاعدة: Suede, amber musk, oakmoss, oud",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3351,عطر النبل امير 100 مل,عطر-النبل-امير-100-مل-ard-3351,Lattafa,100 مل,perfumes,19000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3351.webp,عطر النبل أمير من لطافة بحجم 100 مل للجنسين، برائحة خشبية حارة مع تفاح وفلفل وردي وقاعدة عود وفيتيفير.,"عائلة عطرية: Woody Spicy | المقدمة: Apple, pink pepper, rosemary | القلب: Cloves, floral notes | القاعدة: Oud, patchouli, cypress, labdanum, vetiver",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3352,عطر النبل وزير 100 مل,عطر-النبل-وزير-100-مل-ard-3352,Lattafa,100 مل,perfumes,19000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3352.webp,عطر النبل وزير من لطافة بحجم 100 مل للجنسين، بمزيج فاكهي خشبي مع نعناع وشوكولاتة وقاعدة فانيليا ومسك.,"عائلة عطرية: Fruity Woody Powdery | المقدمة: Mint, bitter orange, bergamot, juniper | القلب: Iris, dark chocolate, berries, caramel, pear | القاعدة: Amber, vanilla, musk",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3353,عطر النبل سفير 100 مل,عطر-النبل-سفير-100-مل-ard-3353,Lattafa,100 مل,perfumes,19000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3353.webp,عطر النبل سفير من لطافة بحجم 100 مل للجنسين، برائحة عطرية خضراء خشبية مع برغموت وأعشاب وقاعدة راتنجية دافئة.,"عائلة عطرية: Aromatic Woody | المقدمة: Artemisia, bergamot | القلب: Herbal notes, green notes, spicy notes | القاعدة: Guaiac wood, juniper, frankincense, patchouli, labdanum | التصنيف الرسمي: unisex",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3531,عطر اجواء 90 مل,عطر-اجواء-90-مل-ard-3531,Lattafa,60 مل,perfumes,45000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3531.webp,عطر أجواء من لطافة، برائحة فاكهية زهرية شرقية مع ليتشي وياسمين وورد وقاعدة فانيليا وعنبر وخشب.,"عائلة عطرية: Fruity Floral Oriental | المقدمة: Bergamot, litchi, fruity notes | القلب: Jasmine, rose, cinnamon | القاعدة: Amber, cedar, musk, sandalwood, vanilla",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3536,عطر فنتاج راديو 100 مل,عطر-فنتاج-راديو-100-مل-ard-3536,Lattafa,100 مل,perfumes,45000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3536.webp,عطر فينتاج راديو من لطافة بحجم 100 مل للجنسين، برائحة عطرية نوستالجية مع لافندر ومريمية وبرقوق وقاعدة صندل.,"عائلة عطرية: Aromatic Woody | المقدمة: Lavender, sage, bergamot | القلب: Plum, palo santo, black pepper | القاعدة: Sandalwood, amberwood",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3627,عطر لا كولكشن 1910 بايك 100 مل,عطر-لا-كولكشن-1910-بايك-100-مل-ard-3627,Lattafa,100 مل,perfumes,65000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3627.webp,عطر لا كولكشن 1910 بايك من لطافة بحجم 100 مل، برائحة وردية فاكهية مع تفاح وأوسمانتوس وقاعدة فانيليا وتونكا.,"عائلة عطرية: Floral Fruity Woody | المقدمة: Rose, apple, davana | القلب: Osmanthus, cedarwood | القاعدة: Tonka bean, vanilla, patchouli",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3628,عطر لا كولكشن 1886 كار 100 مل,عطر-لا-كولكشن-1886-كار-100-مل-ard-3628,Lattafa,100 مل,perfumes,65000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3628.webp,عطر لا كولكشن 1886 كار من لطافة برايد بحجم 100 مل، برائحة عطرية دافئة مع قرفة وشوكولاتة بيضاء وتبغ أبيض.,"عائلة عطرية: Aromatic Gourmand | المقدمة: Bergamot, mate | القلب: Cinnamon bark, jasmine, orris, tonka, bran | القاعدة: Vanilla, white musk, white chocolate, white tobacco, patchouli | التصنيف الرسمي: unisex",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3709,عطر خمرة قهوة 100 مل,عطر-خمرة-قهوة-100-مل-ard-3709,Lattafa,100 مل,perfumes,40000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3709.webp,عطر خمرة قهوة من لطافة بحجم 100 مل للجنسين، برائحة غورماند قهوة وتوابل وفانيليا دافئة وثابتة.,"عائلة عطرية: Oriental Vanilla Coffee | المقدمة: Ginger, cinnamon, cardamom | القلب: Praline, candied fruits, white flowers | القاعدة: Coffee Arabica, tonka, musk, benzoin, vanilla",0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3710,عطر عجايب دبي بورتريت ابيض 100 مل,عطر-عجايب-دبي-بورتريت-ابيض-100-مل-ard-3710,Lattafa,100 مل,perfumes,20000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3710.webp,عطر عجايب دبي من لطافة بحجم 100 مل، بطابع كهرماني حلو للجنسين.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3711,عطر قائد الفرسان انلمتد ابيض 90 مل,عطر-قائد-الفرسان-انلمتد-ابيض-90-مل-ard-3711,Lattafa,90 مل,perfumes,15000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3711.webp,عطر عطر قائد الفرسان انلمتد ابيض 90 مل من Lattafa بحجم 90 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3712,عطر يارا توس 100 مل الاصفر,عطر-يارا-توس-100-مل-الاصفر-ard-3712,Lattafa,100 مل,perfumes,30000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3712.webp,عطر يارا توس من لطافة بحجم 100 مل للنساء، بطابع فاكهي فانيليا أنثوي ضمن هوية لطافة الرسمية.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3714,عطر ليام 100 مل,عطر-ليام-100-مل-ard-3714,Lattafa,100 مل,perfumes,25000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3714.webp,عطر عطر ليام 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-3897,عطر بديع العود سبليم الاحمر,عطر-بديع-العود-سبليم-الاحمر-ard-3897,Lattafa,100 مل,perfumes,35000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3897.webp,عطر بديع العود سبلايم من لطافة بحجم 100 مل، بطابع عودي فاخر.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4138,عطر اكلاير 100 مل,عطر-اكلاير-100-مل-ard-4138,Lattafa,100 مل,perfumes,40000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4138.webp,عطر إكلير من لطافة للنساء بحجم 100 مل، بتركيبة فانيليا غورماند حلوة بطابع أنثوي جذاب.,عائلة عطرية: gourmand vanilla,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4214,عطر عفيف 100 مل,عطر-عفيف-100-مل-ard-4214,Lattafa,100 مل,perfumes,49000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4214.webp,عطر عطر عفيف 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Afeef ضمن تشكيلة موثّقة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4215,عطر فخر لطافة اكستراكت 100 مل,عطر-فخر-لطافة-اكستراكت-100-مل-ard-4215,Lattafa,100 مل,perfumes,25000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4215.webp,عطر فخر لطافة إكسترايت من لطافة بحجم 100 مل، بطابع دخاني كهرماني ضمن خط فخر الرسمي.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4246,عطر بديع العود نوبل بلش 100 مل,عطر-بديع-العود-نوبل-بلش-100-مل-ard-4246,Lattafa,100 مل,perfumes,35000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4246.webp,عطر بديع العود نوبل بلش من لطافة بحجم 100 مل، بطابع عودي زهري أنيق.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4255,عطر حياتي فلورنس 100 مل,عطر-حياتي-فلورنس-100-مل-ard-4255,Lattafa,100 مل,perfumes,15000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4255.webp,عطر عطر حياتي فلورنس 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4256,عطر انا الابيض كورال 60 مل,عطر-انا-الابيض-كورال-60-مل-ard-4256,Lattafa,60 مل,perfumes,18000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4256.webp,عطر عطر انا الابيض كورال 60 مل من Lattafa بحجم 60 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4273,عطر انغام 100 مل,عطر-انغام-100-مل-ard-4273,Lattafa,100 مل,perfumes,29000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4273.webp,عطر أنغام من لطافة بحجم 100 مل، برائحة دافئة أنيقة تناسب الاستخدام اليومي والمساء بهوية لطافة الرسمية.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4286,عطر مشربية 100 مل,عطر-مشربية-100-مل-ard-4286,Lattafa,100 مل,perfumes,33000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4286.webp,عطر عطر مشربية 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Mashrabya ضمن تشكيلة موثّقة ويتميز بطابع Mashrabya ضمن تشكيلة موثّقة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4300,معطر جو بديع العود ابيض 300 مل,معطر-جو-بديع-العود-ابيض-300-مل-ard-4300,Lattafa,300 مل,home-linen-air,3000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4300.webp,معطر جو Badee Al Oud White من لطافة بحجم 300 مل، لتعطير المنزل والمفارش برائحة خط العطر الأصلي بتركيز منزلي عملي.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4336,عطر خمرة دخان 100 مل,عطر-خمرة-دخان-100-مل-ard-4336,Lattafa,100 مل,perfumes,40000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4336.webp,عطر عطر خمرة دخان 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4564,معطر جو ماهر 300 مل,معطر-جو-ماهر-300-مل-ard-4564,Lattafa,300 مل,home-linen-air,3000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4564.webp,معطر جو Maahir من لطافة بحجم 300 مل، لتعطير المنزل والمفارش برائحة خط العطر الأصلي بتركيز منزلي عملي.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-463,عطر روعة العود,عطر-روعة-العود-ard-463,Lattafa,100 مل,perfumes,19000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-463.webp,عطر روعة العود من لطافة، بتركيبة عود خشبية فاخرة للجنسين تناسب الأمسيات والمناسبات.,عائلة عطرية: oud woody,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4637,عطر اسد بوربون,عطر-اسد-بوربون-ard-4637,Lattafa,100 مل,perfumes,30000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4637.webp,عطر عطر اسد بوربون من Lattafa بحجم 100 مل، مخصص للرجال بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-465,عطر قمة النساء,عطر-قمة-النساء-ard-465,Lattafa,100 مل,perfumes,16000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-465.webp,عطر قمة للنساء من لطافة، بتركيبة غورماند زهرية بطابع أنثوي جذاب للاستخدام اليومي والمساء.,عائلة عطرية: gourmand floral,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-466,عطر رغبه للنساء,عطر-رغبه-للنساء-ard-466,Lattafa,100 مل,perfumes,13000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-466.webp,عطر رغبة من لطافة، بتركيبة شرقية حلوة بطابع أنثوي جذاب يناسب الاستخدام اليومي والمناسبات.,عائلة عطرية: oriental sweet,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4660,عطر ليان 75 مل,عطر-ليان-75-مل-ard-4660,Lattafa,75 مل,perfumes,33000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4660.webp,عطر عطر ليان 75 مل من Lattafa بحجم 75 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4664,عطر نبراس الكسير 100 مل / لطافة برايد,عطر-نبراس-الكسير-100-مل-لطافة-برايد-ard-4664,Lattafa Pride,100 مل,perfumes,45000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4664.webp,عطر نبراس إكسير من لطافة برايد بحجم 100 مل، بطابع أنثوي غني.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-467,عطر مسك مود,عطر-مسك-مود-ard-467,Lattafa,100 مل,musk-oils-mukhammaria,16000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-467.webp,عطر مسك مود من لطافة بحجم 100 مل، بطابع مسكي ناعم مناسب للاستخدام اليومي.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4680,عطر شهد كبير 150 مل,عطر-شهد-كبير-150-مل-ard-4680,Lattafa,150 مل,perfumes,17000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4680.webp,عطر عطر شهد كبير 150 مل من Lattafa بحجم 150 مل، مخصص للنساء بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4685,عطر اسد الكسير 100 مل,عطر-اسد-الكسير-100-مل-ard-4685,Lattafa,100 مل,perfumes,30000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4685.webp,عطر عطر اسد الكسير 100 مل من Lattafa بحجم 100 مل، مخصص للرجال بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Asad ضمن تشكيلة موثّقة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4686,عطر يارا الكسير 100 مل,عطر-يارا-الكسير-100-مل-ard-4686,Lattafa,100 مل,perfumes,30000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4686.webp,عطر عطر يارا الكسير 100 مل من Lattafa بحجم 100 مل، مخصص للنساء بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4750,معطر جو اكلاير 300 مل,معطر-جو-اكلاير-300-مل-ard-4750,Lattafa,300 مل,home-linen-air,3000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4750.webp,معطر جو Eclaire من لطافة بحجم 300 مل، لتعطير المنزل والمفارش برائحة خط العطر الأصلي بتركيز منزلي عملي ويتميز بطابع Eclaire ضمن تشكيلة موثّقة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4751,معطر جو مسمم ابيض 300 مل,معطر-جو-مسمم-ابيض-300-مل-ard-4751,Lattafa,300 مل,home-linen-air,3000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4751.webp,معطر جو Musamam White من لطافة بحجم 300 مل، لتعطير المنزل والمفارش برائحة خط العطر الأصلي بتركيز منزلي عملي ويتميز بطابع Musamam ضمن تشكيلة موثّقة ويتميز بطابع Musamam ضمن تشكيلة موثّقة ويتميز بطابع Musamam ضمن تشكيلة موثّقة ويتميز بطابع Musamam ضمن تشكيلة موثّقة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4752,معطر جو بديع العود نوبل بلوش 300 مل,معطر-جو-بديع-العود-نوبل-بلوش-300-مل-ard-4752,Lattafa,300 مل,home-linen-air,3000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4752.webp,معطر جو Noble Blush من لطافة بحجم 300 مل، لتعطير المنزل والمفارش برائحة خط العطر الأصلي بتركيز منزلي عملي ويتميز بطابع Badee ضمن تشكيلة موثّقة ويتميز بطابع Badee ضمن تشكيلة موثّقة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4770,عطر انا الابيض سكارليت 100 مل,عطر-انا-الابيض-سكارليت-100-مل-ard-4770,Lattafa,100 مل,perfumes,18000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4770.webp,عطر أنا الأبيض سكارليت من لطافة بحجم 100 مل، بطابع أنثوي ضمن خط أنا الأبيض.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-479,عطر قمة رجالي,عطر-قمة-رجالي-ard-479,Lattafa,100 مل,perfumes,15000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-479.webp,عطر قمة الرجالي من لطافة، بتركيبة خشبية حارة بطابع رجالي قوي يناسب الحضور اليومي.,عائلة عطرية: woody spicy,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4792,عطر مسمم اسود انتنس,عطر-مسمم-اسود-انتنس-ard-4792,Lattafa,100 مل,perfumes,43000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4792.webp,عطر مسمم إنتنس من لطافة بحجم 100 مل، بطابع قوي ثابت.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-4807,معطر جو نبراس 300 مل / لطافة برايد,معطر-جو-نبراس-300-مل-لطافة-برايد-ard-4807,Lattafa,300 مل,home-linen-air,3000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4807.webp,معطر جو نبراس من لطافة برايد بحجم 300 مل، لتعطير المنزل برائحة نبراس الغورماند الدافئة الأنيقة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-5036,عطر ماهر هونور 100 مل,عطر-ماهر-هونور-100-مل-ard-5036,Lattafa,100 مل,perfumes,35000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-5036.webp,عطر عطر ماهر هونور 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-5058,عطر خمرة واحة 100 مل,عطر-خمرة-واحة-100-مل-ard-5058,Lattafa,100 مل,perfumes,40000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-5058.webp,عطر عطر خمرة واحة 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Khamrah ضمن تشكيلة موثّقة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-663,عطر انا الابيض روج,عطر-انا-الابيض-روج-ard-663,Lattafa,100 مل,perfumes,18000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-663.webp,عطر أنا الأبيض روج من لطافة، إصدار أحمر بتركيبة فاكهية زهرية للجنسين بطابع حيوي.,عائلة عطرية: fruity floral,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-715,عطر رمز لطافه ذهبي,عطر-رمز-لطافه-ذهبي-ard-715,Lattafa,100 مل,perfumes,17000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-715.webp,عطر رمز لطافة الذهبي من لطافة، بتركيبة زهرية شرقية بطابع فاخر يناسب الاستخدام اليومي والمناسبات.,عائلة عطرية: floral oriental,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-766,عطر اوراق العود,عطر-اوراق-العود-ard-766,Lattafa,100 مل,perfumes,14000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-766.webp,عطر أوراق العود من لطافة، بتركيبة عود خشبية رجالية بطابع شرقي أصيل.,عائلة عطرية: oud woody,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-775,عطر مسك السلامه,عطر-مسك-السلامه-ard-775,Lattafa,100 مل,musk-oils-mukhammaria,15000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-775.webp,زيت عطري / مسك عطر مسك السلامه من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
ARD-823,عطر شيخ الشيوخ,عطر-شيخ-الشيوخ-ard-823,Lattafa,100 مل,perfumes,12000,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-823.webp,عطر شيخ الشيوخ من لطافة، بتركيبة عود وعنبر رجالية كلاسيكية بطابع فاخر وثابت.,عائلة عطرية: oud amber,0,false,false,private,,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7
