priority,merchant_sku,product_name,source_product_url,image_source_url,source_type,identity_match,review_status,downloaded_at,normalized_file,mime,width,height,bytes,sha256,notes
63,ARD-2971,عطر كشف 100 مل,https://swedishface.com/en/lattafa-perfumes-kashaf-edp-100ml,https://swedishface.com/image/cache/data/lattafa/lattafa-perfumes-kashaf-edp-100ml-1200x1200.jpg,reputable_retailer,YES,APPROVED,2026-08-05T13:18:32.886822Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-2971.webp,image/webp,1200,1200,39430,AB3379633EBEAC44812B67D1573900BE32B0B0C9E9EC6E11FA1F3E12950F20AB,Kashaf
64,ARD-3168,عطر رماد العود,https://www.lattafa-usa.com/products/ramaad-al-oud,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Ramaad-Al-oud-1.png?v=1747421884,official_distributor,YES,APPROVED,2026-08-05T13:09:46.434987Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3168.webp,image/webp,1200,1200,61838,11EE3827B44B0C9E2B07D3F4A0E1BDFE166F7C7ECE07D059E3A4AEE72FA3EC29,curated slug=ramaad-al-oud cands=['ramaad-al-oud']
65,ARD-3247,عطر صفوان عطر العود 100 مل,https://www.lattafa-usa.com/products/safwaan-lautre-oud,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Safwaan-Lautre-Oud-1.png?v=1747421991,official_distributor,YES,APPROVED,2026-08-05T13:21:21.027146Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3247.webp,image/webp,1200,1200,40394,0AC35701BF2DAC8F8EF0C42DD3870A60D57C40DFDFCC85C6512F727B561C6A3D,Safwaan Lauture Oud sitemap
66,ARD-3259,عطر صفوان عطر المسك 100 مل,https://www.lattafa-usa.com/products/safwaan-lautre-musk,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Safwaan-Lautre-Musk-1.png?v=1747421960,official_distributor,YES,APPROVED,2026-08-05T13:21:21.656288Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3259.webp,image/webp,1200,1200,29988,8107067677A5C399FCF5C313C18195365D95E138F0BDF21F38732EB009E4615F,Safwaan Lauture Musk sitemap
67,ARD-3346,عطر خلطات عربية رويال ديلايت سلفر,https://swedishface.com/en/lattafa-perfumes-khaltaat-al-arabia-royal-delight-edp-100ml,https://swedishface.com/image/cache/data/lattafa/lattafa-perfumes-khaltaat-al-arabia-royal-delight-edp-100ml-1200x1200.jpg,reputable_retailer,YES,APPROVED,2026-08-05T13:18:34.321881Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3346.webp,image/webp,1200,1200,46966,063D75FC391C75569DC1776FFDFCCDFB15379DF18191997274E6A0924B0D7898,Royal Delight Silver
68,ARD-3348,عطر انت فقط 100 مل,https://swedishface.com/en/lattafa-perfumes-ente-faqat-edp-100ml,https://swedishface.com/image/cache/data/lattafa/lattafa-perfumes-ente-faqat-edp-100ml-1200x1200.jpg,reputable_retailer,YES,APPROVED,2026-08-05T13:18:35.438427Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3348.webp,image/webp,1200,1200,49146,BD60B9FC9E09B736E1D34D044475F48EBAA81619876EBC7D69F7FF84A9B03DDE,Ente Faqat
69,ARD-3354,عطر رائد عود 100 مل,https://www.lattafa-usa.com/products/raed-oud,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_738e1688-2157-4999-9356-c6a2122a7b80.png?v=1756362071,official_distributor,YES,APPROVED,2026-08-05T13:06:31.202330Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3354.webp,image/webp,1200,1200,80714,8568DBFA83EDDEB065BCDD7A104B896D635BD08E01183979A4034C2709B85A0D,official_sitemap score=1.0 raed-oud
70,ARD-3713,عطر جسور 100 مل,https://perfumeonline.ca/products/lattafa-jasoor,http://perfumeonline.ca/cdn/shop/files/Lattafa-Jasoor_grande.jpg?v=1698222483,reputable_retailer,YES,APPROVED,2026-08-05T13:20:15.042956Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3713.webp,image/webp,600,600,41134,AB8CBDDCEE8FF631D3D97FA797F6E1B8D92FAB64DFF781B8CE2900C52EDF58AE,Jasoor
71,ARD-3715,عطر ليام بلو شاين 100 مل,https://www.lattafa-usa.com/products/liam-blue-shine,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Liam-Blue-Shine-1_560a8156-31ec-437d-937e-cd9b72072303.png?v=1747416196,official_distributor,YES,APPROVED,2026-08-05T13:06:32.023047Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3715.webp,image/webp,1200,1200,39940,82F821DF05A8FB704432171062959E262E939CA3CFAC0DC3467FC656F4638C47,official_sitemap score=1.0 liam-blue-shine
72,ARD-3716,عطر حياتي الاسود,https://www.lattafa-usa.com/products/hayaati,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_c2b7d49b-3b79-4e98-853f-977f7d50e640.png?v=1747500957,official_distributor,YES,APPROVED,2026-08-05T13:20:08.810175Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3716.webp,image/webp,1200,1200,20346,825B4E92B9447237EFEAB7D7E641B47C3A92073BAA6B161A7DE9FB3C627EE35C,Hayaati
74,ARD-3746,عطر مسمم ابيض,https://www.lattafa-usa.com/products/musamam-white-intense,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Musamam-White-1.png?v=1747416325,official_distributor,YES,APPROVED,2026-08-05T13:16:22.419816Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3746.webp,image/webp,1200,1200,53780,90AFA0802A88C1D8B9FDBD41E358B72383040011EC1A599E6254FE9459DF5A5A,alias musamam-white-intense->musamam-white-intense
75,ARD-3747,عطر عجايب دبي اسود 100 مل,https://perfumeonline.ca/products/lattafa-ajayeb-dubai-black,https://cdn.shopify.com/s/files/1/2170/5343/files/LattafaAjayebDubai_Black.jpg?v=1709653636,reputable_retailer,YES,APPROVED,2026-08-05T13:06:45.575317Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3747.webp,image/webp,774,774,25462,B15BB0258DD943FD1747D49A243BB0506FEDC59A7B9ACFECD0F802E20A712FFD,corpus score=1.0
76,ARD-3851,عطر ترياق 100 مل,https://lattafaparfum.eu/products/teriaq,https://cdn.shopify.com/s/files/1/0957/1231/3609/files/LattafaTeriaq_1.webp?v=1777204927,official_distributor,YES,APPROVED,2026-08-05T13:06:49.869185Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3851.webp,image/webp,1200,1200,48510,1989F07AA33445D8A67140F49A0FEA435A6F8F093A878C55B7947356F6FC4449,corpus score=1.0
77,ARD-3868,عطر اسد زينزبار 100 مل,https://www.lattafa-usa.com/products/asad-zanzibar,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Asad-Zanzibar-1_ab5df442-9906-4109-81d1-a21265914bfd.png?v=1747415448,official_distributor,YES,APPROVED,2026-08-05T13:16:19.498094Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3868.webp,image/webp,1200,1200,25154,CAB09964B60830670B607ED7089760F16E958DC59E8D60DA70E6D44CEEEB9E85,alias asad-zanzibar->asad-zanzibar
78,ARD-3961,عطر سحر لطافة 100 مل,https://www.lattafa-usa.com/products/sehr,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Sehr-Lattafa-1_ac1003e9-5414-48ce-a22d-624ce8705711.png?v=1747416393,official_distributor,YES,APPROVED,2026-08-05T13:09:47.214666Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-3961.webp,image/webp,1200,1200,56358,8A4019530DBE8874103582486C5ECCB5B028E5A25A83B137E59A273F64715D31,"curated slug=sehr cands=['sehr', 'sehr-perfume-mist']"
79,ARD-4014,عطر يارا كاندي 100 مل,https://www.lattafa-usa.com/products/yara-candy,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Yara-Candy-1_86796aee-3226-4653-ba72-dd51d747c7f4.png?v=1747416617,official_distributor,YES,APPROVED,2026-08-05T13:06:32.785153Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4014.webp,image/webp,1200,1200,27434,F71B8E8E7D21352561E80F6E163A74EB6B585210CDCF27AD62E1124B45AD0D68,official_sitemap score=1.0 yara-candy
80,ARD-4144,عطر هير كونفيشين الابيض 100 مل,https://www.lattafa-usa.com/products/her-confession,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Her-Confession-1.png?v=1747420000,official_distributor,YES,APPROVED,2026-08-05T13:18:39.849847Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4144.webp,image/webp,1200,1200,82616,2844858E76E4BF072B3C4BD8011A8835026DD5AC1C181B9FC86DC861E506E8DD,Her Confession
81,ARD-4160,عطر ترياق انتنس 100 مل,https://lattafaparfum.eu/products/teriaq-intense,https://cdn.shopify.com/s/files/1/0957/1231/3609/files/LattafaTeriaqIntense_2.webp?v=1777204931,official_distributor,YES,APPROVED,2026-08-05T13:06:54.135366Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4160.webp,image/webp,1200,1200,63062,E6B70A695584C6A62967E3A249069B25AFE0BC68338F3EC5323FF274988C96AF,corpus score=1.0
82,ARD-4179,عطر كنكدوم (المملكة) 100 مل رجالي,https://www.lattafa-usa.com/products/the-kingdom,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/The-Kingdom-Men-1.png?v=1747417158,reputable_retailer,YES,APPROVED,2026-08-05T13:06:57.446856Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4179.webp,image/webp,1200,1200,100826,BDDF429A7DC48ED42B43FFA1A61CBE6D1CD6AD814B539BF975BEF3F930B60CDD,corpus score=1.0
83,ARD-4180,عطر بديع العود هونور ابيض 100 مل,https://www.lattafa-usa.com/products/badee-al-oud-honor-and-glory,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Badee-Al-Oud-Honor-_-Glory-1_a3e5a0eb-fe3d-4799-8408-2874e3a642fa.png?v=1747415524,official_distributor,YES,APPROVED,2026-08-05T13:10:30.917043Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4180.webp,image/webp,1200,1200,68340,DF1A2F477004A42F90227AB0D334DE28A6E5F16099695A35AF613E564E7CB312,Honor and Glory white
84,ARD-4193,عطر فلفت مسك 100 مل,https://www.lattafa-usa.com/products/velvet-musk,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Velvet-Musk-1_ed8249fb-fcd1-4c97-896c-5a3ee7a2d06f.png?v=1747417285,official_distributor,YES,APPROVED,2026-08-05T13:06:33.484771Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4193.webp,image/webp,1200,1200,14658,BB74DA8ABD059C4F99B0845C92B089D8A5508B4DACC35B1229003D71932649FE,official_sitemap score=1.0 velvet-musk
85,ARD-4197,,https://www.lattafa-usa.com/products/mayar-natural-intense,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Mayar-Natural-Intense-1_2b8dfe9b-6ebd-4d24-99e6-68565cda61d5.png?v=1747416289,official_distributor,YES,APPROVED,2026-08-05T13:04:03.951245Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4197.webp,image/webp,1200,1200,23274,E43F708B59B59AA29D32D66DA306D942FEC8C60AF84D79A1466F11447EB89F77,Mayar Natural Intense
86,ARD-4269,,https://www.lattafa-usa.com/products/lail-maleki-moroccon-blue,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Lail-Malaki-Moroccan-Blue-1_5ff9b4fb-73cb-42f0-a320-1797668477f3.png?v=1747416915,official_distributor,YES,APPROVED,2026-08-05T13:04:04.577987Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4269.webp,image/webp,1200,1200,28168,797837DB14CEC47A9A16D76711AAD390973068A48681C5F298FBC4D3564062ED,Lail Maleki Moroccan Blue
87,ARD-4278,,https://www.lattafa-usa.com/products/the-kingdom-women,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/IMG-1625.png?v=1756740801,official_distributor,YES,APPROVED,2026-08-05T13:04:05.444769Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4278.webp,image/webp,1200,1200,39952,BC423EEEE69BCEFDEB3933DAEED1029200680D5B79B7893C3F019982B15AC6AF,Kingdom Women
88,ARD-4326,,https://www.lattafaindia.com/products/lattafa-najdia-intense-for-men-eau-de-parfum-spray-100ml,https://cdn.shopify.com/s/files/1/0635/2270/1395/files/01_d9757754-fff0-4680-b342-b462fcf64aaa.png?v=1769166899,official_distributor,YES,APPROVED,2026-08-05T13:04:09.370042Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4326.webp,image/webp,1200,1200,60602,AF956BA715FB5513D81C94021E1EEBE53D59BF340B8A1F18AF8373935203BD26,Najdia Intense
89,ARD-4333,,https://www.lattafa-usa.com/products/atheeri,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Atheeri-1_f93156cf-73d9-4455-8540-5665a4312efb.png?v=1747416765,official_distributor,YES,APPROVED,2026-08-05T13:04:10.190618Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4333.webp,image/webp,1200,1200,66880,71FEAB0E9C9A4910C037FA540F848C74BBB267722494492D412D705E6D0288B0,Atheeri
90,ARD-4337,,https://www.intenseoud.com/products/hayaatim-eau-de-parfum-100ml-3-4oz-by-lattafa,https://cdn.shopify.com/s/files/1/0127/7840/5947/files/s-l1600_12.png?v=1774728480,reputable_retailer,YES,APPROVED,2026-08-05T13:04:10.655699Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4337.webp,image/webp,600,600,60504,DBA84A87239E6B8295AFA2C70014289DCB60D27D099ECA738AF4D71AA5B017E4,Hayaatim
91,ARD-4360,,https://www.lattafa-usa.com/products/bayaan,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Bayaan-1_03acf57f-4935-4451-8a60-d5d54f836e4a.png?v=1747415608,official_distributor,YES,APPROVED,2026-08-05T13:04:11.455491Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4360.webp,image/webp,1200,1200,68692,68B13BEB3E3F05CF4D99DC0FE49D79BC7B629D8811017A6122D6EBFAB76A24B3,Bayaan
92,ARD-4363,,https://www.lattafa-usa.com/products/his-confession,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/His-Confession-1_2614a68d-8561-4a94-9c54-7739ae06f986.png?v=1747415996,official_distributor,YES,APPROVED,2026-08-05T13:04:12.184625Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4363.webp,image/webp,1200,1200,23220,37591A9EB8FDB42B1148929D86E919A8302214E8DD757CAC55015641B02D3E39,His Confession
93,ARD-4513,,https://www.lattafa-usa.com/products/ajwad-pink-to-pink,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Ajwad-Pink-to-Pink-1_f07e8195-9952-48c7-8445-1779e409295b.png?v=1747415196,official_distributor,YES,APPROVED,2026-08-05T13:04:12.835417Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4513.webp,image/webp,1200,1200,48610,BD61C123E2AF8DA165F4AE9A5995020C884BC110314D600BCDE6BA2A1CC9E2F3,Ajwad Pink to Pink 60ml
94,ARD-4587,,https://www.lattafa-usa.com/products/dynasty,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_a9b996dc-705c-47bc-878c-064ae56f411c.png?v=1756143026,official_distributor,YES,APPROVED,2026-08-05T13:04:15.639435Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4587.webp,image/webp,1200,1200,49016,BB8A26EC3AA98B3BC3AF8EA1AA7BDF9A979A38F1AA06958AA5C308E783088F94,Dynasty
95,ARD-4635,,https://www.lattafa-usa.com/products/atlas,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Atlas_Bottle.png?v=1756143598,official_distributor,YES,APPROVED,2026-08-05T13:04:16.497278Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4635.webp,image/webp,1200,1200,56670,7D68C80E2E95C10C508D641A7D129CFBFFE3C36ED56B54A2B22CCFD25A4F8731,Atlas 55ml
96,ARD-4646,,https://www.lattafa-usa.com/products/victoria,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Victoria-1_5951ef1c-61de-4bd1-9d5f-1d2b3d1c18cc.png?v=1747417320,official_distributor,YES,APPROVED,2026-08-05T13:04:17.315262Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4646.webp,image/webp,1200,1200,50924,B148BAE11A68D416B688B383C185D37F7F1F56DD6B3610FA53D93C03B51CB270,Victoria
97,ARD-4652,,https://www.lattafa-usa.com/products/berry-on-top,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/14.png?v=1756513023,official_distributor,YES,APPROVED,2026-08-05T13:04:18.177759Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4652.webp,image/webp,1200,1200,42992,31F9DBC1499E59C077F62318CD7AE827651275321F3C6F30C269E1FAEB31EFCA,Berry On Top
98,ARD-4653,,https://www.lattafa-usa.com/products/mallow-madness,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/15.png?v=1756513023,official_distributor,YES,APPROVED,2026-08-05T13:04:19.133938Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4653.webp,image/webp,1200,1200,36526,B63DEB28D125E6486BB8855BD29E733079C88BFE2C1471E9D2CE4D0D61067E0C,Mallow Madness
99,ARD-4654,,https://www.lattafa-usa.com/products/whipped-pleasure,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/4_123eed08-6e96-4ef5-a5b1-3d4970772d9e.png?v=1756513022,official_distributor,YES,APPROVED,2026-08-05T13:04:20.128598Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4654.webp,image/webp,1200,1200,39332,7357C3B08E596291B742D01F87DA72850F53C665614269F7529E5BB61418A4D2,Whipped Pleasure
100,ARD-4655,,https://www.lattafa-usa.com/products/eclaire-banoffi,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/LattafaEclaireBanoffiBottle.png?v=1755279168,official_distributor,YES,APPROVED,2026-08-05T13:04:20.969153Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4655.webp,image/webp,1200,1200,39498,8CC2335B6F9004CA7C68889F7AE821ABFD99968EA79FC127E75BCC2C22F2ADA0,Eclaire Banoffi
101,ARD-4656,,https://www.lattafa-usa.com/products/choco-overdose,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/13.png?v=1756513023,official_distributor,YES,APPROVED,2026-08-05T13:04:22.115581Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4656.webp,image/webp,1200,1200,59518,CEB77B89A2EE6D4ACDC1C1B01CAA4E4702D9EAE5D0CA474783ADF673080FB310,Choco Overdose
102,ARD-4657,,https://www.lattafa-usa.com/products/cookie-crave,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/cookie_crave.png?v=1756514481,official_distributor,YES,APPROVED,2026-08-05T13:04:23.060104Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4657.webp,image/webp,1200,1200,44710,6D6B53B6F506FB702A3A05C78F4E8CBF6AB36DEBAF1FC0756A954335B162EEA9,Cookie Crave
103,ARD-4658,,https://www.lattafa-usa.com/products/vanilla-freak,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/6_247f697e-77a4-45a8-92e3-0578b46b2c70.png?v=1756513022,official_distributor,YES,APPROVED,2026-08-05T13:04:23.997384Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4658.webp,image/webp,1200,1200,47338,8B3BC3F731ECD4FC8ABCF731B6FBE514C5B7B8D8F63FD96246446B7A163A84A6,Vanilla Freak
104,ARD-4659,,https://www.lattafa-usa.com/products/nasmaat,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Nasmaat.png?v=1760130127,official_distributor,YES,APPROVED,2026-08-05T13:04:24.788020Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4659.webp,image/webp,1200,1200,75730,8AEE578BEEE8AB73BB17B3F1B4659E86094393896CE6A9D82320B5CA22B3D949,Nasmaat
105,ARD-4661,,https://www.lattafa-usa.com/products/habik-for-men-pre-order,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_baf250d5-708c-425a-a3c7-94c3ea2d274c.png?v=1756361768,official_distributor,YES,APPROVED,2026-08-05T13:04:25.715256Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4661.webp,image/webp,1200,1200,70428,94FA7157BB70FD577134FB5AAFAC3CC73E43E5C32AB14A6DEE4D6A3AD27B2696,Habik Men
106,ARD-4662,,https://www.lattafa-usa.com/products/habik-for-women-preorder,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_84eefc4a-71d7-441a-9559-23cae2c9efc3.png?v=1756361803,official_distributor,YES,APPROVED,2026-08-05T13:04:26.445663Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4662.webp,image/webp,1200,1200,85980,97C92E5B98E41C88DA77340FCA7FEF0D173B7EA905499B96BBAE2D9BBC360FB8,Habik Women
107,ARD-4663,,https://www.lattafa-usa.com/products/fire-on-ice,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_cf2474fb-b1d3-4caf-9adc-86efcccaeb9d.png?v=1756361729,official_distributor,YES,APPROVED,2026-08-05T13:04:27.175446Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4663.webp,image/webp,1200,1200,57810,32F836A7F7EE5DEF48FCEDB728157D684AE568CFAE640B4C67776769E9F7A799,Fire On Ice 110ml
108,ARD-4666,,https://www.lattafa-usa.com/products/sherif,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/SherifLattafa1.png?v=1756513491,official_distributor,YES,APPROVED,2026-08-05T13:04:27.919744Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4666.webp,image/webp,1200,1200,70460,C208BC3DAA5FA10BC640D507FFF481125C9911C27C438CC2E72350D17FCCCA5A,Sherif
109,ARD-4679,,https://www.intenseoud.com/products/yara-tous-all-over-spray-150ml-5-07-oz-by-lattafa-a-tropical-hug-in-a-bottle,https://cdn.shopify.com/s/files/1/0127/7840/5947/files/6_2_5488eea7-12ed-48e7-9ad0-4d1049689269.webp?v=1774785550,reputable_retailer,YES,APPROVED,2026-08-05T13:04:28.545641Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4679.webp,image/webp,1200,1200,91344,B12C56903C05EE12DAB428259FCC4CBE2B666CAB5CDF2AF89968250D3AEA785E,Yara Tous AOS 150ml
110,ARD-4681,,https://www.lattafa-usa.com/products/mayar-natural-intense-all-over-spray,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/mayarnaturalintensealloverspray.png?v=1750619670,official_distributor,YES,APPROVED,2026-08-05T13:04:29.135840Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4681.webp,image/webp,1200,1200,19162,0BA54009EC46292193BFFEE2560ABB92D90EAC3717287C9FC35F03C16A517775,Mayar Natural Intense AOS 150ml
111,ARD-4682,,https://www.intenseoud.com/products/ana-abiyedh-rouge-all-over-spray-150ml-5-07-oz-by-lattafa-sweet-sharp-utterly-unforgettable,https://cdn.shopify.com/s/files/1/0127/7840/5947/files/9_06f8fabc-043f-4dd7-8a56-9e0226cb7527.webp?v=1774785765,reputable_retailer,YES,APPROVED,2026-08-05T13:04:29.683595Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4682.webp,image/webp,1200,1200,68826,7151BF5AE53BD43C60AB90D50311655B736F39C0397CCD1DB190AB3537F2311E,Ana Abiyedh Rouge AOS 150ml
112,ARD-4730,,https://www.lattafa-usa.com/products/fakhar-platin,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/1_f62c90bc-f6e9-4202-b755-e33db925e687.png?v=1749465623,official_distributor,YES,APPROVED,2026-08-05T13:04:32.288709Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4730.webp,image/webp,1200,1200,43142,55A120FCD83070A6DC75F67579FC3CD86CEF1BD3CB0E089F08913C18561A31F9,Fakhar Platin
113,ARD-4731,,https://www.lattafa-usa.com/products/eclaire-pistache,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/LattafaEclairePistacheBottle.png?v=1755277744,official_distributor,YES,APPROVED,2026-08-05T13:04:33.156897Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4731.webp,image/webp,1200,1200,38890,93AD7E038140F98346D4DB85973C3AEDDDB84CE979C4CF1F86B092A44A15A8BA,Eclaire Pistache
114,ARD-4771,,https://lattafa.com/product/al-nashama-caprice/,https://cdn.shopify.com/s/files/1/0567/4952/3112/files/LATTAFA2_d222a33d-c128-4dce-9518-d89d4442e51e.jpg?v=1763711801,reputable_retailer,YES,APPROVED,2026-08-05T13:04:34.574945Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4771.webp,image/webp,1200,1200,124268,AA656D550C3AE7D311D963EEAF6F0AB3DB4E7A7560E6199204A5AE46F85B17AB,Al Nashama Caprice
115,ARD-4793,,https://www.lattafa-usa.com/products/dalal,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/LattafaDalalEDP100mlSpray.png?v=1763744096,official_distributor,YES,APPROVED,2026-08-05T13:04:35.536794Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4793.webp,image/webp,1200,1200,128936,3E25F8A08A0AA99341EBB6CBCF778387A05263A85DD1208E0A173DFD831303A4,Dalal
116,ARD-4797,,https://www.lattafa-usa.com/products/yara-candy-3pcs-gift-set,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/2bdf4158a6954609b35feb4bfb6f0501_tplv-fhlh96nyum-origin-jpeg.jpg?v=1764631678,official_distributor,YES,APPROVED,2026-08-05T13:04:36.279328Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4797.webp,image/webp,1200,1200,92750,3359A11D2C95CE768BBE704B509F765D6961DE650FADE24C230096327B7E262F,Yara Candy gift set
117,ARD-4798,,https://www.lattafa-usa.com/products/badee-al-oud-sublime-gift-set,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/ce873b64de89401da52da77068878183_tplv-fhlh96nyum-origin-jpeg.jpg?v=1764632749,official_distributor,YES,APPROVED,2026-08-05T13:04:37.058381Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4798.webp,image/webp,1200,1200,81482,236B3CA3780B36FCA70CFA5B426A257FA4DD3E8560A7C2E965EB85F9FC1613E4,Badee Al Oud Sublime gift set
118,ARD-4799,,https://www.lattafa-usa.com/products/the-kingdom-gift-set,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/TheKingdomMenGiftSet.png?v=1762901626,official_distributor,YES,APPROVED,2026-08-05T13:04:37.947945Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4799.webp,image/webp,1200,1200,62832,712AF0A7FCD85B3E55282E83F5027428C6FF1E4DB482B8B3C82FB8719ABE62E4,Kingdom Men gift set
119,ARD-4800,,https://www.lattafa-usa.com/products/teriaq-3pcs-gift-set,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/274a9aa7401944c09ecdcdc2d95deb1e_tplv-fhlh96nyum-origin-jpeg.jpg?v=1764632151,official_distributor,YES,APPROVED,2026-08-05T13:04:38.609231Z,.tmp-product-import\ard-al-khaleej\bulk2200\normalized\ARD-4800.webp,image/webp,1200,1200,45326,2D7ED1CD40A745A70D7BD0EFF6BF739CF7074D644FC82220846E3CF9EF7B7E3F,Teriaq gift set
