batch_id,source_row_number,merchant_sku,normalized_name,slug,category,brand,size,price_source_status,image_source,normalized_image_path,image_sha256,validation_status,rejection_reason
batch001,145,ARD-3716,عطر حياتي الاسود,عطر-حياتي-الاسود-ard-3716,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3716.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3716-825B4E92.webp,825B4E92B9447237EFEAB7D7E641B47C3A92073BAA6B161A7DE9FB3C627EE35C,READY,
batch001,147,ARD-3746,عطر مسمم ابيض,عطر-مسمم-ابيض-ard-3746,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3746.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3746-90AFA080.webp,90AFA0802A88C1D8B9FDBD41E358B72383040011EC1A599E6254FE9459DF5A5A,READY,
batch001,148,ARD-3747,عطر عجايب دبي اسود 100 مل,عطر-عجايب-دبي-اسود-100-مل-ard-3747,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3747.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3747-B15BB025.webp,B15BB0258DD943FD1747D49A243BB0506FEDC59A7B9ACFECD0F802E20A712FFD,READY,
batch001,149,ARD-3851,عطر ترياق 100 مل,عطر-ترياق-100-مل-ard-3851,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3851.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3851-1989F07A.webp,1989F07AA33445D8A67140F49A0FEA435A6F8F093A878C55B7947356F6FC4449,READY,
batch001,150,ARD-3868,عطر اسد زينزبار 100 مل,عطر-اسد-زينزبار-100-مل-ard-3868,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3868.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3868-CAB09964.webp,CAB09964B60830670B607ED7089760F16E958DC59E8D60DA70E6D44CEEEB9E85,READY,
batch001,152,ARD-3961,عطر سحر لطافة 100 مل,عطر-سحر-لطافة-100-مل-ard-3961,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-3961.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-3961-8A401953.webp,8A4019530DBE8874103582486C5ECCB5B028E5A25A83B137E59A273F64715D31,READY,
batch001,153,ARD-4014,عطر يارا كاندي 100 مل,عطر-يارا-كاندي-100-مل-ard-4014,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4014.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4014-F71B8E8E.webp,F71B8E8E7D21352561E80F6E163A74EB6B585210CDCF27AD62E1124B45AD0D68,READY,
batch001,155,ARD-4144,عطر هير كونفيشين الابيض 100 مل,عطر-هير-كونفيشين-الابيض-100-مل-ard-4144,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4144.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4144-2844858E.webp,2844858E76E4BF072B3C4BD8011A8835026DD5AC1C181B9FC86DC861E506E8DD,READY,
batch001,156,ARD-4160,عطر ترياق انتنس 100 مل,عطر-ترياق-انتنس-100-مل-ard-4160,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4160.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4160-E6B70A69.webp,E6B70A695584C6A62967E3A249069B25AFE0BC68338F3EC5323FF274988C96AF,READY,
batch001,157,ARD-4179,عطر كنكدوم (المملكة) 100 مل رجالي,عطر-كنكدوم-المملكة-100-مل-رجالي-ard-4179,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4179.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4179-BDDF429A.webp,BDDF429A7DC48ED42B43FFA1A61CBE6D1CD6AD814B539BF975BEF3F930B60CDD,READY,
batch001,158,ARD-4180,عطر بديع العود هونور ابيض 100 مل,عطر-بديع-العود-هونور-ابيض-100-مل-ard-4180,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4180.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4180-DF1A2F47.webp,DF1A2F477004A42F90227AB0D334DE28A6E5F16099695A35AF613E564E7CB312,READY,
batch001,159,ARD-4193,عطر فلفت مسك 100 مل,عطر-فلفت-مسك-100-مل-ard-4193,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4193.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4193-BB74DA8A.webp,BB74DA8ABD059C4F99B0845C92B089D8A5508B4DACC35B1229003D71932649FE,READY,
batch001,160,ARD-4197,عطر ميار ناتورال انتنس,عطر-ميار-ناتورال-انتنس-ard-4197,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4197.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4197-E43F708B.webp,E43F708B59B59AA29D32D66DA306D942FEC8C60AF84D79A1466F11447EB89F77,READY,
batch001,166,ARD-4269,عطر ليل ملكي موروكان بلو 100 مل,عطر-ليل-ملكي-موروكان-بلو-100-مل-ard-4269,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4269.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4269-797837DB.webp,797837DB14CEC47A9A16D76711AAD390973068A48681C5F298FBC4D3564062ED,READY,
batch001,168,ARD-4278,عطر كنكدوم (المملكة) نسائي 100 مل,عطر-كنكدوم-المملكة-نسائي-100-مل-ard-4278,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4278.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4278-BC423EEE.webp,BC423EEEE69BCEFDEB3933DAEED1029200680D5B79B7893C3F019982B15AC6AF,READY,
batch001,170,ARD-4326,عطر نجدية انتنس 100 مل,عطر-نجدية-انتنس-100-مل-ard-4326,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4326.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4326-AF956BA7.webp,AF956BA715FB5513D81C94021E1EEBE53D59BF340B8A1F18AF8373935203BD26,READY,
batch001,171,ARD-4333,عطر اثيري 100 مل,عطر-اثيري-100-مل-ard-4333,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4333.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4333-71FEAB0E.webp,71FEAB0E9C9A4910C037FA540F848C74BBB267722494492D412D705E6D0288B0,READY,
batch001,173,ARD-4337,عطر حياتم 100 مل,عطر-حياتم-100-مل-ard-4337,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4337.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4337-DBA84A87.webp,DBA84A87239E6B8295AFA2C70014289DCB60D27D099ECA738AF4D71AA5B017E4,READY,
batch001,174,ARD-4360,عطر بيان 100 مل,عطر-بيان-100-مل-ard-4360,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4360.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4360-68B13BEB.webp,68B13BEB3E3F05CF4D99DC0FE49D79BC7B629D8811017A6122D6EBFAB76A24B3,READY,
batch001,175,ARD-4363,عطر هز كونفيشين الاسود 100 مل,عطر-هز-كونفيشين-الاسود-100-مل-ard-4363,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4363.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4363-37591A9E.webp,37591A9EB8FDB42B1148929D86E919A8302214E8DD757CAC55015641B02D3E39,READY,
batch001,176,ARD-4513,عطر اجود بينك 60 مل,عطر-اجود-بينك-60-مل-ard-4513,perfumes,Lattafa,60 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4513.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4513-BD61C123.webp,BD61C123E2AF8DA165F4AE9A5995020C884BC110314D600BCDE6BA2A1CC9E2F3,READY,
batch001,177,ARD-4587,عطر ديناستي 100 مل,عطر-ديناستي-100-مل-ard-4587,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4587.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4587-BB8A26EC.webp,BB8A26EC3AA98B3BC3AF8EA1AA7BDF9A979A38F1AA06958AA5C308E783088F94,READY,
batch001,178,ARD-4635,عطر اطلس 55 مل,عطر-اطلس-55-مل-ard-4635,perfumes,Lattafa,55 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4635.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4635-7D68C80E.webp,7D68C80E2E95C10C508D641A7D129CFBFFE3C36ED56B54A2B22CCFD25A4F8731,READY,
batch001,180,ARD-4646,عطر فكتوريا / لطافه,عطر-فكتوريا-لطافه-ard-4646,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4646.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4646-B148BAE1.webp,B148BAE11A68D416B688B383C185D37F7F1F56DD6B3610FA53D93C03B51CB270,READY,
batch001,181,ARD-4652,عطر كف مي كورماند بيري اون توب 75 مل,عطر-كف-مي-كورماند-بيري-اون-توب-75-مل-ard-4652,perfumes,Lattafa,75 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4652.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4652-31F9DBC1.webp,31F9DBC1499E59C077F62318CD7AE827651275321F3C6F30C269E1FAEB31EFCA,READY,
batch001,182,ARD-4653,عطر كف مي كورماند مالو مادنس 75 مل,عطر-كف-مي-كورماند-مالو-مادنس-75-مل-ard-4653,perfumes,Lattafa,75 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4653.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4653-B63DEB28.webp,B63DEB28D125E6486BB8855BD29E733079C88BFE2C1471E9D2CE4D0D61067E0C,READY,
batch001,183,ARD-4654,عطر كف مي كورماند ويبد بلشور 75 مل,عطر-كف-مي-كورماند-ويبد-بلشور-75-مل-ard-4654,perfumes,Lattafa,75 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4654.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4654-7357C3B0.webp,7357C3B08E596291B742D01F87DA72850F53C665614269F7529E5BB61418A4D2,READY,
batch001,184,ARD-4655,عطر اكلاير بانوفي 100 مل,عطر-اكلاير-بانوفي-100-مل-ard-4655,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4655.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4655-8CC2335B.webp,8CC2335B6F9004CA7C68889F7AE821ABFD99968EA79FC127E75BCC2C22F2ADA0,READY,
batch001,185,ARD-4656,عطر كف مي كورماند جوكو اوفردوس 75 مل,عطر-كف-مي-كورماند-جوكو-اوفردوس-75-مل-ard-4656,perfumes,Lattafa,75 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4656.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4656-CEB77B89.webp,CEB77B89A2EE6D4ACDC1C1B01CAA4E4702D9EAE5D0CA474783ADF673080FB310,READY,
batch001,186,ARD-4657,عطر كف مي كورماند كوكي كرايف 75 مل,عطر-كف-مي-كورماند-كوكي-كرايف-75-مل-ard-4657,perfumes,Lattafa,75 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4657.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4657-6D6B53B6.webp,6D6B53B6F506FB702A3A05C78F4E8CBF6AB36DEBAF1FC0756A954335B162EEA9,READY,
batch001,187,ARD-4658,عطر كف مي كورماند فانيلا فريك 75 مل,عطر-كف-مي-كورماند-فانيلا-فريك-75-مل-ard-4658,perfumes,Lattafa,75 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4658.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4658-8B3BC3F7.webp,8B3BC3F731ECD4FC8ABCF731B6FBE514C5B7B8D8F63FD96246446B7A163A84A6,READY,
batch001,188,ARD-4659,عطر نسمات 100 مل,عطر-نسمات-100-مل-ard-4659,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4659.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4659-8AEE578B.webp,8AEE578BEEE8AB73BB17B3F1B4659E86094393896CE6A9D82320B5CA22B3D949,READY,
batch001,190,ARD-4661,عطر حابك للرجال 100 مل,عطر-حابك-للرجال-100-مل-ard-4661,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4661.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4661-94FA7157.webp,94FA7157BB70FD577134FB5AAFAC3CC73E43E5C32AB14A6DEE4D6A3AD27B2696,READY,
batch001,191,ARD-4662,عطر حابك للنساء 100 مل,عطر-حابك-للنساء-100-مل-ard-4662,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4662.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4662-97C92E5B.webp,97C92E5B98E41C88DA77340FCA7FEF0D173B7EA905499B96BBAE2D9BBC360FB8,READY,
batch001,192,ARD-4663,عطر فاير اون ايس 110 مل,عطر-فاير-اون-ايس-110-مل-ard-4663,perfumes,Lattafa,110 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4663.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4663-32F836A7.webp,32F836A7F7EE5DEF48FCEDB728157D684AE568CFAE640B4C67776769E9F7A799,READY,
batch001,193,ARD-4666,عطر شريف 100 مل,عطر-شريف-100-مل-ard-4666,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4666.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4666-C208BC3D.webp,C208BC3DAA5FA10BC640D507FFF481125C9911C27C438CC2E72350D17FCCCA5A,READY,
batch001,194,ARD-4679,عطر يارا توس كبير 150 مل,عطر-يارا-توس-كبير-150-مل-ard-4679,perfumes,Lattafa,150 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4679.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4679-B12C5690.webp,B12C56903C05EE12DAB428259FCC4CBE2B666CAB5CDF2AF89968250D3AEA785E,READY,
batch001,196,ARD-4681,عطر ميار ناتورال انتس كبير 150 مل,عطر-ميار-ناتورال-انتس-كبير-150-مل-ard-4681,perfumes,Lattafa,150 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4681.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4681-0BA54009.webp,0BA54009EC46292193BFFEE2560ABB92D90EAC3717287C9FC35F03C16A517775,READY,
batch001,197,ARD-4682,عطر انا الابيض روج كبير 150 مل,عطر-انا-الابيض-روج-كبير-150-مل-ard-4682,perfumes,Lattafa,150 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4682.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4682-7151BF5A.webp,7151BF5AE53BD43C60AB90D50311655B736F39C0397CCD1DB190AB3537F2311E,READY,
batch001,200,ARD-4730,عطر فخر لطافة بلاتين 100 مل,عطر-فخر-لطافة-بلاتين-100-مل-ard-4730,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4730.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4730-55A120FC.webp,55A120FCD83070A6DC75F67579FC3CD86CEF1BD3CB0E089F08913C18561A31F9,READY,
batch001,201,ARD-4731,عطر اكلاير بستاشي 100 مل,عطر-اكلاير-بستاشي-100-مل-ard-4731,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4731.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4731-93AD7E03.webp,93AD7E038140F98346D4DB85973C3AEDDDB84CE979C4CF1F86B092A44A15A8BA,READY,
batch001,203,ARD-4771,عطر النشامة كابريس 100 مل,عطر-النشامة-كابريس-100-مل-ard-4771,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4771.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4771-AA656D55.webp,AA656D550C3AE7D311D963EEAF6F0AB3DB4E7A7560E6199204A5AE46F85B17AB,READY,
batch001,205,ARD-4793,عطر دلال 100 مل,عطر-دلال-100-مل-ard-4793,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4793.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4793-3E25F8A0.webp,3E25F8A08A0AA99341EBB6CBCF778387A05263A85DD1208E0A173DFD831303A4,READY,
batch001,206,ARD-4797,سيت هدايا يارا كاندي,سيت-هدايا-يارا-كاندي-ard-4797,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4797.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4797-3359A11D.webp,3359A11D2C95CE768BBE704B509F765D6961DE650FADE24C230096327B7E262F,READY,
batch001,207,ARD-4798,سيت هدايا بديع العود سبليم,سيت-هدايا-بديع-العود-سبليم-ard-4798,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4798.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4798-236B3CA3.webp,236B3CA3780B36FCA70CFA5B426A257FA4DD3E8560A7C2E965EB85F9FC1613E4,READY,
batch001,208,ARD-4799,سيت هدايا المملكة رجال,سيت-هدايا-المملكة-رجال-ard-4799,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4799.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4799-712AF0A7.webp,712AF0A7FCD85B3E55282E83F5027428C6FF1E4DB482B8B3C82FB8719ABE62E4,READY,
batch001,209,ARD-4800,سيت هدايا ترياق,سيت-هدايا-ترياق-ard-4800,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4800.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4800-2D7ED1CD.webp,2D7ED1CD40A745A70D7BD0EFF6BF739CF7074D644FC82220846E3CF9EF7B7E3F,READY,
batch001,211,ARD-4802,سيت هدايا خمرة,سيت-هدايا-خمرة-ard-4802,perfumes,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4802.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4802-57550C02.webp,57550C02FF8C81919DEAE60B21AD9E9C3BB126CC17CDA805BDF31CD74F05BAC8,READY,
batch001,212,ARD-4919,عطر بيترا 100 مل,عطر-بيترا-100-مل-ard-4919,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4919.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4919-182D73BE.webp,182D73BED6DB3F90FA2B902C32B2CF547089FC8B6D632AE484FEDDC42EE662DB,READY,
batch001,213,ARD-4921,سيت عطر اسد 4*25 مل,سيت-عطر-اسد-4-25-مل-ard-4921,perfumes,Lattafa,25 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4921.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4921-43FC0A32.webp,43FC0A320C8EE5463FAE1ACF1EAC5A8B5D237807242456EC80B76FA497A39D68,READY,
batch001,214,ARD-4997,عطر انغام سكند سونك 100 مل,عطر-انغام-سكند-سونك-100-مل-ard-4997,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4997.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4997-E9183AA3.webp,E9183AA3677C8CBA0BEBDE6182D9A49306440F81507F3D94C3BFC704CFB46D60,READY,
batch001,215,ARD-4999,عطر شيخ الشيوخ سوبريمو لطافة 100 مل,عطر-شيخ-الشيوخ-سوبريمو-لطافة-100-مل-ard-4999,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-4999.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-4999-6D750CA7.webp,6D750CA7A2B5BC93C7F11BDF7510B8E65317868A8B0001EB6435C913F77C3CB8,READY,
batch001,217,ARD-5050,عطر جوري 100 مل,عطر-جوري-100-مل-ard-5050,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-5050.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-5050-6A961FDD.webp,6A961FDDEC1A7B64FBF16F2022D9B041109DEB046A2893D508BED9E1C49FCCA7,READY,
batch001,221,ARD-5157,عطر مشلح 100 مل,عطر-مشلح-100-مل-ard-5157,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-5157.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-5157-34F19F58.webp,34F19F588E07AD6C64FE8AD427AA6047C03A963D1F5C9083290393566D4EB5EE,READY,
batch001,222,ARD-5159,عطر رغد 100 مل,عطر-رغد-100-مل-ard-5159,perfumes,Lattafa,100 مل,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-5159.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-5159-AF57071A.webp,AF57071AE8C5DB37E43294938AA39E8BAACDEFE6F29DD2E42720C83CF74A5D4F,READY,
batch001,223,ARD-561,معطر جسم وشوشه,معطر-جسم-وشوشه-ard-561,body-mist-splash,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-561.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-561-B60AF1D7.webp,B60AF1D71CD495C861FEE93D390F27F50D5D2705D0F91A12451DFBD41F1AA5AB,READY,
batch001,224,ARD-562,معطر جسم انا الابيض,معطر-جسم-انا-الابيض-ard-562,body-mist-splash,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-562.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-562-FDFFAE82.webp,FDFFAE8225F426D9D98184A5BBDB752D0BA166B72430DBD7D1F40BCA7DCC2442,READY,
batch001,226,ARD-870,معطر جسم محاسن كرستال,معطر-جسم-محاسن-كرستال-ard-870,body-mist-splash,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-870.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-870-B2607E0B.webp,B2607E0B1AAE1EAA5FA0BA12543783E351F192E1852CC2766B9B9000975353B3,READY,
batch001,227,ARD-871,معطر جسم رغبة,معطر-جسم-رغبة-ard-871,body-mist-splash,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-871.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-871-998A8DA6.webp,998A8DA62F2E5819CEFF6BDE9ABB537566B65E487C6FF83FEF681268CCA14368,READY,
batch001,229,ARD-1092,معطر جسم ريس,معطر-جسم-ريس-ard-1092,body-mist-splash,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1092.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1092-7BBD7488.webp,7BBD74885EB92CB4C32548BEC09290676CF52954B16AB2C5B35D2F4FBC5A0DDD,READY,
batch001,230,ARD-1871,معطر محاسن كرستال بنفسجي,معطر-محاسن-كرستال-بنفسجي-ard-1871,body-mist-splash,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1871.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1871-F817B975.webp,F817B9754122D8B576134BC6E976CB12686F2D6632832193ACAC644828EF2F09,READY,
batch001,231,ARD-1881,معطر شيخ الشيوخ خصوصي,معطر-شيخ-الشيوخ-خصوصي-ard-1881,body-mist-splash,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1881.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1881-286FADE1.webp,286FADE1289FEBA90501908AD075144C4C0EAFD5A1E24635B1998B83F0D0380A,READY,
batch001,232,ARD-1884,معطر خالص عود,معطر-خالص-عود-ard-1884,body-mist-splash,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1884.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1884-40358AFB.webp,40358AFBB446240A9D417FBBB2D853009D47152B2FB74FEE60FD76F7467F756F,READY,
batch001,233,ARD-1885,معطر جسم الدر المكنون,معطر-جسم-الدر-المكنون-ard-1885,body-mist-splash,Lattafa,,VALID,.tmp-product-import/ard-al-khaleej/bulk2200/normalized/ARD-1885.webp,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/bulk2200/ARD-1885-CDFE1F56.webp,CDFE1F56B3F14D6553922FDC185DF127EBC221FDABC74440B7FB9BFF9827E5A8,READY,
