merchant_sku,product_id,name,brand,sizes,price,category_slug,image_url,cohort,automated_check_status,identity_status_seed,visual_check_status,reviewer_decision,overall_status,reviewed_at,evidence_reference,notes
ARD-3351,5ef7f9a6-b90f-4d88-a07a-1d42cc615912,عطر النبل امير 100 مل,Lattafa,100 مل,19000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3351.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_03.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-3352,eef0eec7-41c1-492b-9706-61dee8b7a9b4,عطر النبل وزير 100 مل,Lattafa,100 مل,19000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3352.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_03.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-3353,ec5c0ab9-6a06-4d02-830f-f90f1f772a26,عطر النبل سفير 100 مل,Lattafa,100 مل,19000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3353.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_03.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-3531,d805397e-23c9-4c7a-961e-1047a1464002,عطر اجواء 90 مل,Lattafa,60 مل,45000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3531.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_03.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-3536,0a8fe100-69de-4b44-81f7-4d962a239ceb,عطر فنتاج راديو 100 مل,Lattafa,100 مل,45000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3536.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-3627,e4679dc4-cdc9-44c1-a9ab-6ddbdb334196,عطر لا كولكشن 1910 بايك 100 مل,Lattafa,100 مل,65000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3627.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-3628,224239d5-efc4-4ec3-899c-9fee32ec9e2d,عطر لا كولكشن 1886 كار 100 مل,Lattafa,100 مل,65000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3628.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-3709,744306d2-87df-4679-8f56-60e5aef5225c,عطر خمرة قهوة 100 مل,Lattafa,100 مل,40000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3709.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-3710,cd5ae895-e38c-4ed3-a6e9-c17a7f67d207,عطر عجايب دبي بورتريت ابيض 100 مل,Lattafa,100 مل,20000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3710.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-3711,1c423251-8d0c-4aff-b242-5b07bd75b629,عطر قائد الفرسان انلمتد ابيض 90 مل,Lattafa,90 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3711.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-3712,c428991b-aede-45e4-9f2c-b0027acd81e8,عطر يارا توس 100 مل الاصفر,Lattafa,100 مل,30000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3712.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-3714,a542e3e8-bd95-449b-af7f-c21faaad83c8,عطر ليام 100 مل,Lattafa,100 مل,25000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3714.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-3723,811e9de1-c78f-492d-aff6-29433694da17,عطر ناو ومن 100 مل,RAVE,100 مل,20000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/products/5328a361-502c-49c7-8878-194e07feacaa.webp,golden10,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-3897,cf95e34f-39ca-48ed-9d95-d71d6cf899da,عطر بديع العود سبليم الاحمر,Lattafa,100 مل,35000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3897.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-4138,8a981308-8111-4ce2-95d9-2df84646e760,عطر اكلاير 100 مل,Lattafa,100 مل,40000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4138.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Eclaire / اكلاير confirmed on packaging; mandatory identity PASS
ARD-4214,75b59634-76ac-470d-a3eb-61d0670f6a63,عطر عفيف 100 مل,Lattafa,100 مل,49000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4214.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-4215,3f656acf-6f0d-43bd-a34a-14c7f7e21018,عطر فخر لطافة اكستراكت 100 مل,Lattafa,100 مل,25000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4215.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-4246,5a62505a-4e4e-4502-9831-a2311d425f07,عطر بديع العود نوبل بلش 100 مل,Lattafa,100 مل,35000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4246.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-4255,c4603422-b7ab-414d-a2b6-c3151556c932,عطر حياتي فلورنس 100 مل,Lattafa,100 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4255.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-4256,e33f738a-fd31-42bc-8cb5-5eff12dbb415,عطر انا الابيض كورال 60 مل,Lattafa,60 مل,18000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4256.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-4273,5bc9e785-e12a-4fe4-870e-719f3628f594,عطر انغام 100 مل,Lattafa,100 مل,29000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4273.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-4286,2d91ead3-f751-4bf1-873b-80a1da4301ac,عطر مشربية 100 مل,Lattafa,100 مل,33000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4286.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-4300,d0fbe636-a30e-4271-b6b5-81b2c3ea687a,معطر جو بديع العود ابيض 300 مل,Lattafa,300 مل,3000,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4300.webp,batch100,PASS,PASS,FAIL_WRONG_IMAGE,FAIL_WRONG_VARIANT,FAIL_P1,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png + images/ARD-4300.webp,Listing معطر جو 300 مل; image shows perfume EDP packaging
ARD-4336,168c1b49-0ef5-4f54-92ef-425b5de2a27c,عطر خمرة دخان 100 مل,Lattafa,100 مل,40000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4336.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_04.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-4564,24ba4b48-7ca3-4e03-a8df-8368248d63c4,معطر جو ماهر 300 مل,Lattafa,300 مل,3000,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4564.webp,batch100,PASS,PASS,FAIL_WRONG_IMAGE,FAIL_WRONG_VARIANT,FAIL_P1,2026-08-04T15:47:38.947Z,images/ARD-4564.webp,Listing معطر جو ماهر 300 مل; image is Maahir 100ml EDP horse-head set
ARD-463,71ae8d9d-6f1d-430a-8589-8853c44e35cb,عطر روعة العود,Lattafa,100 مل,19000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-463.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-4637,0162afa5-df1e-40ff-aeb3-ab367dda8dd0,عطر اسد بوربون,Lattafa,100 مل,30000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4637.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-465,afe9a923-5dec-4c81-b440-9329df11a376,عطر قمة النساء,Lattafa,100 مل,16000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-465.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-466,25ae9867-7a5c-41ca-99a8-c33013eebfd7,عطر رغبه للنساء,Lattafa,100 مل,13000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-466.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-4660,d5521d55-3eb5-40c2-b451-b28413d50ceb,عطر ليان 75 مل,Lattafa,75 مل,33000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4660.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-4664,554d6f4b-d4c2-49b9-8e6b-789d07af0a59,عطر نبراس الكسير 100 مل / لطافة برايد,Lattafa Pride,100 مل,45000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4664.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-467,a4fb0574-89d2-4d21-b1d7-2b546b3f05ef,عطر مسك مود,Lattafa,100 مل,16000,musk-oils-mukhammaria,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-467.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-4680,3dc3bafb-de82-4959-a0f8-24fb745a875f,عطر شهد كبير 150 مل,Lattafa,150 مل,17000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4680.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-4685,565095bd-e6fd-4a45-a073-4a130f84179b,عطر اسد الكسير 100 مل,Lattafa,100 مل,30000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4685.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-4686,6aca5860-da38-4d92-a5b3-2d3ab01b36f6,عطر يارا الكسير 100 مل,Lattafa,100 مل,30000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4686.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-4750,e445333b-6a4c-41ca-a820-0a665c34b05a,معطر جو اكلاير 300 مل,Lattafa,300 مل,3000,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4750.webp,batch100,PASS,PASS,FAIL_WRONG_IMAGE,FAIL_WRONG_VARIANT,FAIL_P1,2026-08-04T15:47:38.947Z,images/ARD-4750.webp,Listing معطر جو اكلاير 300 مل; image is Eclaire 100ml EDP (3.4FL.OZ)
ARD-4751,14cff61c-cf4e-42eb-be80-015cbdbd9d33,معطر جو مسمم ابيض 300 مل,Lattafa,300 مل,3000,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4751.webp,batch100,PASS,PASS,FAIL_WRONG_IMAGE,FAIL_WRONG_VARIANT,FAIL_P1,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Listing معطر جو مسمم ابيض 300 مل; image is Musamam White Intense EDP perfume
ARD-4752,c8dcd9c4-a485-44d4-b7a3-27bdb7b7e94c,معطر جو بديع العود نوبل بلوش 300 مل,Lattafa,300 مل,3000,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4752.webp,batch100,PASS,PASS,FAIL_WRONG_IMAGE,FAIL_WRONG_VARIANT,FAIL_P1,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Listing معطر جو بديع العود نوبل بلوش 300 مل; image is Noble Blush EDP perfume
ARD-4770,454bd3d9-b768-4de6-b91b-c9af8703196a,عطر انا الابيض سكارليت 100 مل,Lattafa,100 مل,18000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4770.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-479,35919e03-111b-49b4-9283-d3022de4753d,عطر قمة رجالي,Lattafa,100 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-479.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-4792,324cc543-e7f0-44dd-8bb4-08c0406ce5be,عطر مسمم اسود انتنس,Lattafa,100 مل,43000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4792.webp,batch100,PASS,PASS,FAIL_WRONG_IMAGE,FAIL_WRONG_VARIANT,FAIL_P1,2026-08-04T15:47:38.947Z,images/ARD-4792.webp,Listing مسمم اسود انتنس; bottle label reads MUSAMAM WHITE INTENSE (gold bottle)
ARD-4807,c107da64-a884-4d42-9589-765d05c304f5,معطر جو نبراس 300 مل / لطافة برايد,Lattafa,300 مل,3000,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4807.webp,batch100,PASS,PASS,FAIL_WRONG_IMAGE,FAIL_WRONG_VARIANT,FAIL_P1,2026-08-04T15:47:38.947Z,images/ARD-4807.webp,Listing معطر جو نبراس 300 مل; image is Nebras 100ml EDP (Lattafa Pride)
ARD-5036,890d8ebd-0dcd-4fd2-9136-392977ea4ddc,عطر ماهر هونور 100 مل,Lattafa,100 مل,35000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-5036.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-5058,1f290741-9b46-4a36-bb60-e39baffd0437,عطر خمرة واحة 100 مل,Lattafa,100 مل,40000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-5058.webp,batch100,PASS,PASS,PASS,PASS,FAIL_P2,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_05.png,Contact-sheet + automated exact-match review; product packshot acceptable; content P2 (awkward Arabic / claims) — see defect register
ARD-663,3b2d56e7-5a57-4c0f-be0b-6576059a452d,عطر انا الابيض روج,Lattafa,100 مل,18000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-663.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_06.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-715,74ecad34-af4f-4f1e-9f52-8796f191822d,عطر رمز لطافه ذهبي,Lattafa,100 مل,17000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-715.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_06.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-766,d56f56a8-5261-4c2d-b2cb-05014d9753fd,عطر اوراق العود,Lattafa,100 مل,14000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-766.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_06.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-775,6159fc97-9fd3-405e-91b9-986fe0741140,عطر مسك السلامه,Lattafa,100 مل,15000,musk-oils-mukhammaria,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-775.webp,batch100,PASS,PASS,PASS,FAIL_WRONG_BRAND,FAIL_P1,2026-08-04T15:47:38.947Z,images/ARD-775.webp,Catalog brand Lattafa / musk category; packaging clearly ASDAAF SALAMAH EDP 100ml
ARD-823,f5ba19f3-c763-460f-b42f-de809d393117,عطر شيخ الشيوخ,Lattafa,100 مل,12000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-823.webp,batch100,PASS,PASS,PASS,FAIL_WRONG_SIZE,FAIL_P1,2026-08-04T15:47:38.947Z,images/ARD-823.webp,Catalog size 100 مل; bottle and box print EAU DE PARFUM 50 ML (+ deodorant set)
ARD-92,92ea2610-7cb3-4663-8bee-35623df92d2e,عطر شيخ الشيوخ المركز 80 مل,Lattafa,80 مل,14000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-92.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_06.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-957,761ff1ea-d30d-4057-bc96-a27b4da19578,عطر 24 قيراط ذهبي,Lattafa,100 مل,19000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-957.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_06.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-958,87ca90e4-c5a5-44cf-9d23-5de23429689d,عطر 24 قيراط سلفر,Lattafa,100 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-958.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_06.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-959,8f743fd8-4c40-40bf-8029-88895f6d7297,عطر نجدية,Lattafa,100 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-959.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_06.png,Contact-sheet + automated exact-match review; product packshot acceptable
ARD-970,b5c5c9d2-f14c-4f10-832c-abf68cdfd9b2,عطر قائد الفرسان,Lattafa,90 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-970.webp,batch100,PASS,PASS,PASS,PASS,PASS,2026-08-04T15:47:38.947Z,review/PRIVATE_CATALOG_CONTACT_SHEET_06.png,Contact-sheet + automated exact-match review; product packshot acceptable
