merchant_sku,product_id,merchant_id,name,slug,brand,sizes,price,category_slug,image_url,short_description,description,stock,is_active,is_published,visibility_status,discount_price,cohort,short_char_count,description_present
ARD-309,d5ecc6a9-006d-4d62-b747-7826a7181010,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر وشوشه,عطر-وشوشه-ard-309,Lattafa,100 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-309.webp,عطر وشوشة من لطافة للنساء، بتركيبة زهرية فاكهية ناعمة تناسب الإطلالة اليومية والمناسبات.,عائلة عطرية: floral fruity,0,false,false,private,,batch100,88,true
ARD-310,ccbdb71f-388d-46e0-8a84-8ccd062c9ba5,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر رغبه رجالي,عطر-رغبه-رجالي-ard-310,Lattafa,100 مل,14000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-310.webp,عطر رغبة الرجالي من لطافة، بطابع حلو دخاني رجالي يناسب الاستخدام اليومي والمساء.,عائلة عطرية: sweet smoky,0,false,false,private,,batch100,80,true
ARD-311,147aae07-ae36-4406-acab-d8edbeded244,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر رمز لطافه فضي,عطر-رمز-لطافه-فضي-ard-311,Lattafa,100 مل,17000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-311.webp,عطر رمز لطافة الفضي من لطافة للرجال، بتركيبة منعشة حارة بطابع عصري واضح.,عائلة عطرية: fresh spicy,0,false,false,private,,batch100,72,true
ARD-3117,a246eabe-ca06-4def-9ab8-63f994fcf0b4,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر انسام سلفر,عطر-انسام-سلفر-ard-3117,Lattafa,100 مل,45000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3117.webp,عطر عطر انسام سلفر من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,batch100,103,false
ARD-312,9a52adc8-3c64-419c-a638-5febf80a3276,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر اعجازي لطافة,عطر-اعجازي-لطافة-ard-312,Lattafa,90 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-312.webp,عطر إعجازي من لطافة للرجال، بتركيبة عطرية خشبية بطابع قوي يناسب الحضور اليومي.,عائلة عطرية: woody aromatic,0,false,false,private,,batch100,78,true
ARD-3149,8f62c791-3da1-48d1-8ec0-220b6d53e562,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر يارا موي 100 مل,عطر-يارا-موي-100-مل-ard-3149,Lattafa,100 مل,30000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3149.webp,عطر يارا موي من لطافة بحجم 100 مل للنساء، برائحة فاكهية زهرية أنثوية مع كمثرى وتيوبيروز وقاعدة فانيليا وكاشمران.,"عائلة عطرية: Floral Fruity | المقدمة: Pear, pink pepper, blackcurrant | القلب: Tuberose, jasmine, almond | القاعدة: Vanilla, cashmeran, patchouli",0,false,false,private,,batch100,112,true
ARD-3240,801dcc70-f6e5-4dbc-a9e3-066505d8dc80,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر هيا 100 مل,عطر-هيا-100-مل-ard-3240,Lattafa,100 مل,30000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3240.webp,عطر هيا من لطافة بحجم 100 مل للنساء، برائحة فاكهية زهرية حلوة مع شمبانيا وردية وغاردينيا وقاعدة برالين وعنبر.,"عائلة عطرية: Fruity Floral Gourmand | المقدمة: Pink champagne, pink berries, orange, mandarin, pink strawberry | القلب: Gardenia, vanilla, orchid, jasmine | القاعدة: Praline, amber, sandalwood",0,false,false,private,,batch100,109,true
ARD-3242,021c053a-6dc8-4228-be82-ae118c26187b,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر سكينة 100 مل,عطر-سكينة-100-مل-ard-3242,Lattafa,100 مل,30000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3242.webp,عطر سكينة من لطافة بحجم 100 مل للنساء، برائحة فاكهية غورماند مع باشون فروت وورد وقاعدة برالين وفانيليا.,"عائلة عطرية: Fruity Gourmand | المقدمة: Mandarin, ozonic notes, passion fruit | القلب: Orange blossom, rose, sea salt, berries | القاعدة: Musk, vanilla, praline, toffee",0,false,false,private,,batch100,103,true
ARD-3244,aa94896d-f737-4e5f-8c5b-15578d3f23b8,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر تاويل 100 مل,عطر-تاويل-100-مل-ard-3244,Lattafa,100 مل,27000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3244.webp,عطر تأويل من لطافة بحجم 100 مل للرجال، برائحة عطرية خشبية مع برغموت وزنجبيل ولافندر وقاعدة جلدية وأمبروكسان.,"عائلة عطرية: Aromatic Woody | المقدمة: Bergamot, ginger, juniper, nutmeg | القلب: Orange blossom, lavender | القاعدة: Vetiver, patchouli, leather, ambroxan | التصنيف الرسمي: men",0,false,false,private,,batch100,108,true
ARD-3245,9f74b366-927b-4601-a15b-a402ccff081d,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر ايمان 100 مل,عطر-ايمان-100-مل-ard-3245,Lattafa,100 مل,30000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3245.webp,عطر إيمان من لطافة بحجم 100 مل للنساء، برائحة شيبريه زهرية مع زهر البرتقال وتيوبيروز وقاعدة فانيليا ومسك أبيض.,"عائلة عطرية: Chypre Floral | المقدمة: Orange blossom, bergamot, blackcurrant | القلب: Tuberose, marigold, jasmine | القاعدة: Vanilla, white musk, cedarwood, patchouli | التصنيف الرسمي: women",0,false,false,private,,batch100,110,true
ARD-3260,6b13c3a2-f7da-4aab-bf42-678fa3d768cd,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر ماهر لاغسي 100 مل,عطر-ماهر-لاغسي-100-مل-ard-3260,Lattafa,100 مل,35000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3260.webp,عطر ماهر ليغاسي من لطافة بحجم 100 مل للرجال، برائحة حمضية منعشة مع نعناع وأناناس وقاعدة فيتيفير وأمبروكسان.,"عائلة عطرية: Citrus Aromatic Woody | المقدمة: Lime, grapefruit, lavender, spearmint, pineapple | القلب: Juniper berry, rosemary, olibanum, geranium, black pepper | القاعدة: Vetiver, cashmeran, ambrox, oakmoss, tonka bean",0,false,false,private,,batch100,107,true
ARD-3270,f59acf15-c62f-4e8e-9844-98d11df16a16,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر اميرة العرب برايف روز 100 مل,عطر-اميرة-العرب-برايف-روز-100-مل-ard-3270,Asdaaf,100 مل,16000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/products/c57c1c9b-c2d6-4944-a3a5-4f84af28aa28.webp,عطر نسائي زهري فاكهي بحجم 100 مل من أصداف، يجمع الفراولة والعنب والبرتقال مع باقة زهرية وقاعدة دافئة من العنبر وخشب الصندل.,تبدأ أميرة العرب برايف روز بالفراولة والعنب والبرتقال، ثم تنتقل إلى قلب زهري من الورد والمسك الأبيض والغاردينيا والياسمين والزنبق والإيلنغ. وتستقر على حبوب التونكا والعنبر وخشب الصندل.,0,false,false,private,,golden10,123,true
ARD-3274,d8cdb9d2-5441-4dee-b4bb-c1d4c23787eb,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر ذوق 80 مل,عطر-ذوق-80-مل-ard-3274,Lattafa,80 مل,45000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3274.webp,عطر ذوق من لطافة بحجم 80 مل للنساء، بافتتاحية برغموت وليتشي وقلب ورد وبخور وقاعدة عنبر وفيتيفير.,"عائلة عطرية: Floral Woody | المقدمة: Bergamot, litchi | القلب: Rose, incense | القاعدة: Amber, vetiver",0,false,false,private,,batch100,96,true
ARD-3347,72d976c6-769c-43f0-b8f3-3878685b2070,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر عود نجدية,عطر-عود-نجدية-ard-3347,Lattafa,100 مل,14000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3347.webp,عطر عطر عود نجدية من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Oud ضمن تشكيلة موثّقة.,,0,false,false,private,,batch100,137,false
ARD-3349,b5173fb9-b143-41a0-9231-06093445f0e3,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر اورا 60 مل,عطر-اورا-60-مل-ard-3349,Lattafa,60 مل,26000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3349.webp,عطر أورا من لطافة بحجم 60 مل للجنسين، بافتتاحية زعفران وقلب ياسمين وبلسم تنوب وقاعدة كاشمران ومسك وخشب أرز.,"عائلة عطرية: Woody Spicy | المقدمة: Saffron | القلب: Jasmine, fir balsam | القاعدة: Cashmeran, ambergris, moss, musk, cedarwood | التصنيف الرسمي: unisex",0,false,false,private,,batch100,107,true
ARD-3350,5cc4a9cf-684f-4452-b1aa-8b0e78208dc6,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر فلفت روز 100 مل,عطر-فلفت-روز-100-مل-ard-3350,Lattafa,100 مل,23000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3350.webp,عطر فلفت روز من لطافة بحجم 100 مل، برائحة وردية مخملية مع هيل وباتشولي وقاعدة سويد وعنبر وعود.,"عائلة عطرية: Rose Woody | المقدمة: Cardamom, bergamot | القلب: Violet leaf, patchouli | القاعدة: Suede, amber musk, oakmoss, oud",0,false,false,private,,batch100,94,true
ARD-3351,5ef7f9a6-b90f-4d88-a07a-1d42cc615912,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر النبل امير 100 مل,عطر-النبل-امير-100-مل-ard-3351,Lattafa,100 مل,19000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3351.webp,عطر النبل أمير من لطافة بحجم 100 مل للجنسين، برائحة خشبية حارة مع تفاح وفلفل وردي وقاعدة عود وفيتيفير.,"عائلة عطرية: Woody Spicy | المقدمة: Apple, pink pepper, rosemary | القلب: Cloves, floral notes | القاعدة: Oud, patchouli, cypress, labdanum, vetiver",0,false,false,private,,batch100,102,true
ARD-3352,eef0eec7-41c1-492b-9706-61dee8b7a9b4,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر النبل وزير 100 مل,عطر-النبل-وزير-100-مل-ard-3352,Lattafa,100 مل,19000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3352.webp,عطر النبل وزير من لطافة بحجم 100 مل للجنسين، بمزيج فاكهي خشبي مع نعناع وشوكولاتة وقاعدة فانيليا ومسك.,"عائلة عطرية: Fruity Woody Powdery | المقدمة: Mint, bitter orange, bergamot, juniper | القلب: Iris, dark chocolate, berries, caramel, pear | القاعدة: Amber, vanilla, musk",0,false,false,private,,batch100,101,true
ARD-3353,ec5c0ab9-6a06-4d02-830f-f90f1f772a26,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر النبل سفير 100 مل,عطر-النبل-سفير-100-مل-ard-3353,Lattafa,100 مل,19000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3353.webp,عطر النبل سفير من لطافة بحجم 100 مل للجنسين، برائحة عطرية خضراء خشبية مع برغموت وأعشاب وقاعدة راتنجية دافئة.,"عائلة عطرية: Aromatic Woody | المقدمة: Artemisia, bergamot | القلب: Herbal notes, green notes, spicy notes | القاعدة: Guaiac wood, juniper, frankincense, patchouli, labdanum | التصنيف الرسمي: unisex",0,false,false,private,,batch100,108,true
ARD-3531,d805397e-23c9-4c7a-961e-1047a1464002,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر اجواء 90 مل,عطر-اجواء-90-مل-ard-3531,Lattafa,60 مل,45000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3531.webp,عطر أجواء من لطافة، برائحة فاكهية زهرية شرقية مع ليتشي وياسمين وورد وقاعدة فانيليا وعنبر وخشب.,"عائلة عطرية: Fruity Floral Oriental | المقدمة: Bergamot, litchi, fruity notes | القلب: Jasmine, rose, cinnamon | القاعدة: Amber, cedar, musk, sandalwood, vanilla",0,false,false,private,,batch100,94,true
ARD-3536,0a8fe100-69de-4b44-81f7-4d962a239ceb,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر فنتاج راديو 100 مل,عطر-فنتاج-راديو-100-مل-ard-3536,Lattafa,100 مل,45000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3536.webp,عطر فينتاج راديو من لطافة بحجم 100 مل للجنسين، برائحة عطرية نوستالجية مع لافندر ومريمية وبرقوق وقاعدة صندل.,"عائلة عطرية: Aromatic Woody | المقدمة: Lavender, sage, bergamot | القلب: Plum, palo santo, black pepper | القاعدة: Sandalwood, amberwood",0,false,false,private,,batch100,107,true
ARD-3627,e4679dc4-cdc9-44c1-a9ab-6ddbdb334196,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر لا كولكشن 1910 بايك 100 مل,عطر-لا-كولكشن-1910-بايك-100-مل-ard-3627,Lattafa,100 مل,65000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3627.webp,عطر لا كولكشن 1910 بايك من لطافة بحجم 100 مل، برائحة وردية فاكهية مع تفاح وأوسمانتوس وقاعدة فانيليا وتونكا.,"عائلة عطرية: Floral Fruity Woody | المقدمة: Rose, apple, davana | القلب: Osmanthus, cedarwood | القاعدة: Tonka bean, vanilla, patchouli",0,false,false,private,,batch100,107,true
ARD-3628,224239d5-efc4-4ec3-899c-9fee32ec9e2d,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر لا كولكشن 1886 كار 100 مل,عطر-لا-كولكشن-1886-كار-100-مل-ard-3628,Lattafa,100 مل,65000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3628.webp,عطر لا كولكشن 1886 كار من لطافة برايد بحجم 100 مل، برائحة عطرية دافئة مع قرفة وشوكولاتة بيضاء وتبغ أبيض.,"عائلة عطرية: Aromatic Gourmand | المقدمة: Bergamot, mate | القلب: Cinnamon bark, jasmine, orris, tonka, bran | القاعدة: Vanilla, white musk, white chocolate, white tobacco, patchouli | التصنيف الرسمي: unisex",0,false,false,private,,batch100,104,true
ARD-3709,744306d2-87df-4679-8f56-60e5aef5225c,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر خمرة قهوة 100 مل,عطر-خمرة-قهوة-100-مل-ard-3709,Lattafa,100 مل,40000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3709.webp,عطر خمرة قهوة من لطافة بحجم 100 مل للجنسين، برائحة غورماند قهوة وتوابل وفانيليا دافئة وثابتة.,"عائلة عطرية: Oriental Vanilla Coffee | المقدمة: Ginger, cinnamon, cardamom | القلب: Praline, candied fruits, white flowers | القاعدة: Coffee Arabica, tonka, musk, benzoin, vanilla",0,false,false,private,,batch100,93,true
ARD-3710,cd5ae895-e38c-4ed3-a6e9-c17a7f67d207,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر عجايب دبي بورتريت ابيض 100 مل,عطر-عجايب-دبي-بورتريت-ابيض-100-مل-ard-3710,Lattafa,100 مل,20000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3710.webp,عطر عجايب دبي من لطافة بحجم 100 مل، بطابع كهرماني حلو للجنسين.,,0,false,false,private,,batch100,62,false
ARD-3711,1c423251-8d0c-4aff-b242-5b07bd75b629,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر قائد الفرسان انلمتد ابيض 90 مل,عطر-قائد-الفرسان-انلمتد-ابيض-90-مل-ard-3711,Lattafa,90 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3711.webp,عطر عطر قائد الفرسان انلمتد ابيض 90 مل من Lattafa بحجم 90 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,batch100,122,false
ARD-3712,c428991b-aede-45e4-9f2c-b0027acd81e8,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر يارا توس 100 مل الاصفر,عطر-يارا-توس-100-مل-الاصفر-ard-3712,Lattafa,100 مل,30000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3712.webp,عطر يارا توس من لطافة بحجم 100 مل للنساء، بطابع فاكهي فانيليا أنثوي ضمن هوية لطافة الرسمية.,,0,false,false,private,,batch100,91,false
ARD-3714,a542e3e8-bd95-449b-af7f-c21faaad83c8,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر ليام 100 مل,عطر-ليام-100-مل-ard-3714,Lattafa,100 مل,25000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3714.webp,عطر عطر ليام 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,batch100,104,false
ARD-3723,811e9de1-c78f-492d-aff6-29433694da17,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر ناو ومن 100 مل,عطر-ناو-ومن-100-مل-ard-3723,RAVE,100 مل,20000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/products/5328a361-502c-49c7-8878-194e07feacaa.webp,عطر نسائي بحجم 100 مل من RAVE، بطابع فاكهي حلو يبدأ بالفواكه الحمراء والبرتقال وينتهي بالفانيليا والمسك والطحلب.,تبدأ تركيبة Rave Now Women بالفواكه الحمراء والبرتقال، ثم تنتقل إلى قلب حلو وزهري من المارشميلو وزنبق الوادي والياسمين. وتستقر على قاعدة من الفانيليا والطحلب والمسك.,0,false,false,private,,golden10,112,true
ARD-3897,cf95e34f-39ca-48ed-9d95-d71d6cf899da,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر بديع العود سبليم الاحمر,عطر-بديع-العود-سبليم-الاحمر-ard-3897,Lattafa,100 مل,35000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3897.webp,عطر بديع العود سبلايم من لطافة بحجم 100 مل، بطابع عودي فاخر.,,0,false,false,private,,batch100,60,false
ARD-4138,8a981308-8111-4ce2-95d9-2df84646e760,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر اكلاير 100 مل,عطر-اكلاير-100-مل-ard-4138,Lattafa,100 مل,40000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4138.webp,عطر إكلير من لطافة للنساء بحجم 100 مل، بتركيبة فانيليا غورماند حلوة بطابع أنثوي جذاب.,عائلة عطرية: gourmand vanilla,0,false,false,private,,batch100,85,true
ARD-4214,75b59634-76ac-470d-a3eb-61d0670f6a63,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر عفيف 100 مل,عطر-عفيف-100-مل-ard-4214,Lattafa,100 مل,49000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4214.webp,عطر عطر عفيف 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Afeef ضمن تشكيلة موثّقة.,,0,false,false,private,,batch100,141,false
ARD-4215,3f656acf-6f0d-43bd-a34a-14c7f7e21018,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر فخر لطافة اكستراكت 100 مل,عطر-فخر-لطافة-اكستراكت-100-مل-ard-4215,Lattafa,100 مل,25000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4215.webp,عطر فخر لطافة إكسترايت من لطافة بحجم 100 مل، بطابع دخاني كهرماني ضمن خط فخر الرسمي.,,0,false,false,private,,batch100,83,false
ARD-4246,5a62505a-4e4e-4502-9831-a2311d425f07,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر بديع العود نوبل بلش 100 مل,عطر-بديع-العود-نوبل-بلش-100-مل-ard-4246,Lattafa,100 مل,35000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4246.webp,عطر بديع العود نوبل بلش من لطافة بحجم 100 مل، بطابع عودي زهري أنيق.,,0,false,false,private,,batch100,67,false
ARD-4255,c4603422-b7ab-414d-a2b6-c3151556c932,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر حياتي فلورنس 100 مل,عطر-حياتي-فلورنس-100-مل-ard-4255,Lattafa,100 مل,15000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4255.webp,عطر عطر حياتي فلورنس 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,batch100,112,false
ARD-4256,e33f738a-fd31-42bc-8cb5-5eff12dbb415,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر انا الابيض كورال 60 مل,عطر-انا-الابيض-كورال-60-مل-ard-4256,Lattafa,60 مل,18000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4256.webp,عطر عطر انا الابيض كورال 60 مل من Lattafa بحجم 60 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,batch100,114,false
ARD-4273,5bc9e785-e12a-4fe4-870e-719f3628f594,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر انغام 100 مل,عطر-انغام-100-مل-ard-4273,Lattafa,100 مل,29000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4273.webp,عطر أنغام من لطافة بحجم 100 مل، برائحة دافئة أنيقة تناسب الاستخدام اليومي والمساء بهوية لطافة الرسمية.,,0,false,false,private,,batch100,102,false
ARD-4286,2d91ead3-f751-4bf1-873b-80a1da4301ac,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر مشربية 100 مل,عطر-مشربية-100-مل-ard-4286,Lattafa,100 مل,33000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4286.webp,عطر عطر مشربية 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Mashrabya ضمن تشكيلة موثّقة ويتميز بطابع Mashrabya ضمن تشكيلة موثّقة.,,0,false,false,private,,batch100,188,false
ARD-4300,d0fbe636-a30e-4271-b6b5-81b2c3ea687a,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,معطر جو بديع العود ابيض 300 مل,معطر-جو-بديع-العود-ابيض-300-مل-ard-4300,Lattafa,300 مل,3000,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4300.webp,معطر جو Badee Al Oud White من لطافة بحجم 300 مل، لتعطير المنزل والمفارش برائحة خط العطر الأصلي بتركيز منزلي عملي.,,0,false,false,private,,batch100,113,false
ARD-4336,168c1b49-0ef5-4f54-92ef-425b5de2a27c,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,عطر خمرة دخان 100 مل,عطر-خمرة-دخان-100-مل-ard-4336,Lattafa,100 مل,40000,perfumes,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4336.webp,عطر عطر خمرة دخان 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,,0,false,false,private,,batch100,109,false
ARD-4564,24ba4b48-7ca3-4e03-a8df-8368248d63c4,ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7,معطر جو ماهر 300 مل,معطر-جو-ماهر-300-مل-ard-4564,Lattafa,300 مل,3000,home-linen-air,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4564.webp,معطر جو Maahir من لطافة بحجم 300 مل، لتعطير المنزل والمفارش برائحة خط العطر الأصلي بتركيز منزلي عملي.,,0,false,false,private,,batch100,101,false
