merchant_sku,cohort,image_url,name,brand,sizes,category_slug,slug,short_description,stock,is_active,is_published,visibility_status,match_proposed,execution_status,production_storage_writes,production_db_writes
ARD-2933,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-2933.webp,عطر تميمة 100 مل,Lattafa,100 مل,perfumes,عطر-تميمة-100-مل-ard-2933,عطر تميمة من لطافة بحجم 100 مل للنساء، برائحة فاكهية صيفية خفيفة مع توت وكيوي وقلب زهري وقاعدة صندل ومسك.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3117,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3117.webp,عطر انسام سلفر,Lattafa,100 مل,perfumes,عطر-انسام-سلفر-ard-3117,عطر انسام سلفر من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-3149,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3149.webp,عطر يارا موي 100 مل,Lattafa,100 مل,perfumes,عطر-يارا-موي-100-مل-ard-3149,عطر يارا موي من لطافة بحجم 100 مل للنساء، برائحة فاكهية زهرية أنثوية مع كمثرى وتيوبيروز وقاعدة فانيليا وكاشمران.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3240,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3240.webp,عطر هيا 100 مل,Lattafa,100 مل,perfumes,عطر-هيا-100-مل-ard-3240,عطر هيا من لطافة بحجم 100 مل للنساء، برائحة فاكهية زهرية حلوة مع شمبانيا وردية وغاردينيا وقاعدة برالين وعنبر.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3242,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3242.webp,عطر سكينة 100 مل,Lattafa,100 مل,perfumes,عطر-سكينة-100-مل-ard-3242,عطر سكينة من لطافة بحجم 100 مل للنساء، برائحة فاكهية غورماند مع باشون فروت وورد وقاعدة برالين وفانيليا.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3244,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3244.webp,عطر تاويل 100 مل,Lattafa,100 مل,perfumes,عطر-تاويل-100-مل-ard-3244,عطر تأويل من لطافة بحجم 100 مل للرجال، برائحة عطرية خشبية مع برغموت وزنجبيل ولافندر وقاعدة جلدية وأمبروكسان.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3245,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3245.webp,عطر ايمان 100 مل,Lattafa,100 مل,perfumes,عطر-ايمان-100-مل-ard-3245,عطر إيمان من لطافة بحجم 100 مل للنساء، برائحة شيبريه زهرية مع زهر البرتقال وتيوبيروز وقاعدة فانيليا ومسك أبيض.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3260,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3260.webp,عطر ماهر لاغسي 100 مل,Lattafa,100 مل,perfumes,عطر-ماهر-لاغسي-100-مل-ard-3260,عطر ماهر ليغاسي من لطافة بحجم 100 مل للرجال، برائحة حمضية منعشة مع نعناع وأناناس وقاعدة فيتيفير وأمبروكسان.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3270,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/products/c57c1c9b-c2d6-4944-a3a5-4f84af28aa28.webp,عطر اميرة العرب برايف روز 100 مل,Asdaaf,100 مل,perfumes,عطر-اميرة-العرب-برايف-روز-100-مل-ard-3270,عطر نسائي زهري فاكهي بحجم 100 مل من أصداف، يجمع الفراولة والعنب والبرتقال مع باقة زهرية وقاعدة دافئة من العنبر وخشب الصندل.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3274,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3274.webp,عطر ذوق 80 مل,Lattafa,80 مل,perfumes,عطر-ذوق-80-مل-ard-3274,عطر ذوق من لطافة بحجم 80 مل للنساء، بافتتاحية برغموت وليتشي وقلب ورد وبخور وقاعدة عنبر وفيتيفير.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3347,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3347.webp,عطر عود نجدية,Lattafa,100 مل,perfumes,عطر-عود-نجدية-ard-3347,عطر عود نجدية من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Oud ضمن تشكيلة موثّقة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-3349,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3349.webp,عطر اورا 60 مل,Lattafa,60 مل,perfumes,عطر-اورا-60-مل-ard-3349,عطر أورا من لطافة بحجم 60 مل للجنسين، بافتتاحية زعفران وقلب ياسمين وبلسم تنوب وقاعدة كاشمران ومسك وخشب أرز.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3350,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3350.webp,عطر فلفت روز 100 مل,Lattafa,100 مل,perfumes,عطر-فلفت-روز-100-مل-ard-3350,عطر فلفت روز من لطافة بحجم 100 مل، برائحة وردية مخملية مع هيل وباتشولي وقاعدة سويد وعنبر وعود.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3351,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3351.webp,عطر النبل امير 100 مل,Lattafa,100 مل,perfumes,عطر-النبل-امير-100-مل-ard-3351,عطر النبل أمير من لطافة بحجم 100 مل للجنسين، برائحة خشبية حارة مع تفاح وفلفل وردي وقاعدة عود وفيتيفير.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3352,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3352.webp,عطر النبل وزير 100 مل,Lattafa,100 مل,perfumes,عطر-النبل-وزير-100-مل-ard-3352,عطر النبل وزير من لطافة بحجم 100 مل للجنسين، بمزيج فاكهي خشبي مع نعناع وشوكولاتة وقاعدة فانيليا ومسك.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3353,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3353.webp,عطر النبل سفير 100 مل,Lattafa,100 مل,perfumes,عطر-النبل-سفير-100-مل-ard-3353,عطر النبل سفير من لطافة بحجم 100 مل للجنسين، برائحة عطرية خضراء خشبية مع برغموت وأعشاب وقاعدة راتنجية دافئة.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3531,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3531.webp,عطر اجواء 90 مل,Lattafa,60 مل,perfumes,عطر-اجواء-90-مل-ard-3531,عطر أجواء من لطافة، برائحة فاكهية زهرية شرقية مع ليتشي وياسمين وورد وقاعدة فانيليا وعنبر وخشب.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3536,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3536.webp,عطر فنتاج راديو 100 مل,Lattafa,100 مل,perfumes,عطر-فنتاج-راديو-100-مل-ard-3536,عطر فينتاج راديو من لطافة بحجم 100 مل للجنسين، برائحة عطرية نوستالجية مع لافندر ومريمية وبرقوق وقاعدة صندل.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3627,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3627.webp,عطر لا كولكشن 1910 بايك 100 مل,Lattafa,100 مل,perfumes,عطر-لا-كولكشن-1910-بايك-100-مل-ard-3627,عطر لا كولكشن 1910 بايك من لطافة بحجم 100 مل، برائحة وردية فاكهية مع تفاح وأوسمانتوس وقاعدة فانيليا وتونكا.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3628,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3628.webp,عطر لا كولكشن 1886 كار 100 مل,Lattafa,100 مل,perfumes,عطر-لا-كولكشن-1886-كار-100-مل-ard-3628,عطر لا كولكشن 1886 كار من لطافة برايد بحجم 100 مل، برائحة عطرية دافئة مع قرفة وشوكولاتة بيضاء وتبغ أبيض.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3709,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3709.webp,عطر خمرة قهوة 100 مل,Lattafa,100 مل,perfumes,عطر-خمرة-قهوة-100-مل-ard-3709,عطر خمرة قهوة من لطافة بحجم 100 مل للجنسين، برائحة غورماند قهوة وتوابل وفانيليا دافئة وثابتة.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3710,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3710.webp,عطر عجايب دبي بورتريت ابيض 100 مل,Lattafa,100 مل,perfumes,عطر-عجايب-دبي-بورتريت-ابيض-100-مل-ard-3710,عطر عجايب دبي من لطافة بحجم 100 مل، بطابع كهرماني حلو للجنسين.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3711,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3711.webp,عطر قائد الفرسان انلمتد ابيض 90 مل,Lattafa,90 مل,perfumes,عطر-قائد-الفرسان-انلمتد-ابيض-90-مل-ard-3711,عطر قائد الفرسان انلمتد ابيض 90 مل من Lattafa بحجم 90 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-3712,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3712.webp,عطر يارا توس 100 مل الاصفر,Lattafa,100 مل,perfumes,عطر-يارا-توس-100-مل-الاصفر-ard-3712,عطر يارا توس من لطافة بحجم 100 مل للنساء، بطابع فاكهي فانيليا أنثوي ضمن هوية لطافة الرسمية.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3714,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3714.webp,عطر ليام 100 مل,Lattafa,100 مل,perfumes,عطر-ليام-100-مل-ard-3714,عطر ليام 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-3723,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/products/5328a361-502c-49c7-8878-194e07feacaa.webp,عطر ناو ومن 100 مل,RAVE,100 مل,perfumes,عطر-ناو-ومن-100-مل-ard-3723,عطر نسائي بحجم 100 مل من RAVE، بطابع فاكهي حلو يبدأ بالفواكه الحمراء والبرتقال وينتهي بالفانيليا والمسك والطحلب.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-3897,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-3897.webp,عطر بديع العود سبليم الاحمر,Lattafa,100 مل,perfumes,عطر-بديع-العود-سبليم-الاحمر-ard-3897,عطر بديع العود سبلايم من لطافة بحجم 100 مل، بطابع عودي فاخر.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-4138,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4138.webp,عطر اكلاير 100 مل,Lattafa,100 مل,perfumes,عطر-اكلاير-100-مل-ard-4138,عطر إكلير من لطافة للنساء بحجم 100 مل، بتركيبة فانيليا غورماند حلوة بطابع أنثوي جذاب.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-4214,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4214.webp,عطر عفيف 100 مل,Lattafa,100 مل,perfumes,عطر-عفيف-100-مل-ard-4214,عطر عفيف 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Afeef ضمن تشكيلة موثّقة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4215,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4215.webp,عطر فخر لطافة اكستراكت 100 مل,Lattafa,100 مل,perfumes,عطر-فخر-لطافة-اكستراكت-100-مل-ard-4215,عطر فخر لطافة إكسترايت من لطافة بحجم 100 مل، بطابع دخاني كهرماني ضمن خط فخر الرسمي.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-4246,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4246.webp,عطر بديع العود نوبل بلش 100 مل,Lattafa,100 مل,perfumes,عطر-بديع-العود-نوبل-بلش-100-مل-ard-4246,عطر بديع العود نوبل بلش من لطافة بحجم 100 مل، بطابع عودي زهري أنيق.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-4255,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4255.webp,عطر حياتي فلورنس 100 مل,Lattafa,100 مل,perfumes,عطر-حياتي-فلورنس-100-مل-ard-4255,عطر حياتي فلورنس 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4256,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4256.webp,عطر انا الابيض كورال 60 مل,Lattafa,60 مل,perfumes,عطر-انا-الابيض-كورال-60-مل-ard-4256,عطر انا الابيض كورال 60 مل من Lattafa بحجم 60 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4273,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4273.webp,عطر انغام 100 مل,Lattafa,100 مل,perfumes,عطر-انغام-100-مل-ard-4273,عطر أنغام من لطافة بحجم 100 مل، برائحة دافئة أنيقة تناسب الاستخدام اليومي والمساء بهوية لطافة الرسمية.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-4286,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4286.webp,عطر مشربية 100 مل,Lattafa,100 مل,perfumes,عطر-مشربية-100-مل-ard-4286,عطر مشربية 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Mashrabya ضمن تشكيلة موثّقة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4300,hold,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4300.webp,معطر جو بديع العود ابيض 300 مل,Lattafa,300 مل,home-linen-air,معطر-جو-بديع-العود-ابيض-300-مل-ard-4300,معطر جو Badee Al Oud White من لطافة بحجم 300 مل، لتعطير المنزل والمفارش برائحة خط العطر الأصلي بتركيز منزلي عملي.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-4336,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4336.webp,عطر خمرة دخان 100 مل,Lattafa,100 مل,perfumes,عطر-خمرة-دخان-100-مل-ard-4336,عطر خمرة دخان 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4564,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4564.webp,معطر جو ماهر 300 مل,Lattafa,300 مل,home-linen-air,معطر-جو-ماهر-300-مل-ard-4564,معطر جو Maahir من لطافة بحجم 300 مل، لتعطير المنزل والمفارش برائحة خط العطر الأصلي بتركيز منزلي عملي.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4637,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4637.webp,عطر اسد بوربون,Lattafa,100 مل,perfumes,عطر-اسد-بوربون-ard-4637,عطر اسد بوربون من Lattafa بحجم 100 مل، مخصص للرجال بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4660,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4660.webp,عطر ليان 75 مل,Lattafa,75 مل,perfumes,عطر-ليان-75-مل-ard-4660,عطر ليان 75 مل من Lattafa بحجم 75 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4664,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4664.webp,عطر نبراس الكسير 100 مل / لطافة برايد,Lattafa Pride,100 مل,perfumes,عطر-نبراس-الكسير-100-مل-لطافة-برايد-ard-4664,عطر نبراس إكسير من لطافة برايد بحجم 100 مل، بطابع أنثوي غني.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-4680,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4680.webp,عطر شهد كبير 150 مل,Lattafa,150 مل,perfumes,عطر-شهد-كبير-150-مل-ard-4680,عطر شهد كبير 150 مل من Lattafa بحجم 150 مل، مخصص للنساء بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4685,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4685.webp,عطر اسد الكسير 100 مل,Lattafa,100 مل,perfumes,عطر-اسد-الكسير-100-مل-ard-4685,عطر اسد الكسير 100 مل من Lattafa بحجم 100 مل، مخصص للرجال بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Asad ضمن تشكيلة موثّقة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4686,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4686.webp,عطر يارا الكسير 100 مل,Lattafa,100 مل,perfumes,عطر-يارا-الكسير-100-مل-ard-4686,عطر يارا الكسير 100 مل من Lattafa بحجم 100 مل، مخصص للنساء بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4750,hold,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4750.webp,معطر جو اكلاير 300 مل,Lattafa,300 مل,home-linen-air,معطر-جو-اكلاير-300-مل-ard-4750,معطر جو Eclaire من لطافة بحجم 300 مل، لتعطير المنزل والمفارش برائحة خط العطر الأصلي بتركيز منزلي عملي ويتميز بطابع Eclaire ضمن تشكيلة موثّقة.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-4751,hold,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4751.webp,معطر جو مسمم ابيض 300 مل,Lattafa,300 مل,home-linen-air,معطر-جو-مسمم-ابيض-300-مل-ard-4751,معطر جو Musamam White من لطافة بحجم 300 مل، لتعطير المنزل والمفارش برائحة خط العطر الأصلي بتركيز منزلي عملي ويتميز بطابع Musamam ضمن تشكيلة موثّقة ويتميز بطابع Musamam ضمن تشكيلة موثّقة ويتميز بطابع Musamam ضمن تشكيلة موثّقة ويتميز بطابع Musamam ضمن تشكيلة موثّقة.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-4752,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4752.webp,معطر جو بديع العود نوبل بلوش 300 مل,Lattafa,300 مل,home-linen-air,معطر-جو-بديع-العود-نوبل-بلوش-300-مل-ard-4752,معطر جو Noble Blush من لطافة بحجم 300 مل، لتعطير المنزل والمفارش برائحة خط العطر الأصلي بتركيز منزلي عملي ويتميز بطابع Badee ضمن تشكيلة موثّقة ويتميز بطابع Badee ضمن تشكيلة موثّقة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4770,unaffected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4770.webp,عطر انا الابيض سكارليت 100 مل,Lattafa,100 مل,perfumes,عطر-انا-الابيض-سكارليت-100-مل-ard-4770,عطر أنا الأبيض سكارليت من لطافة بحجم 100 مل، بطابع أنثوي ضمن خط أنا الأبيض.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-4792,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4792.webp,عطر مسمم اسود انتنس,Lattafa,100 مل,perfumes,عطر-مسمم-اسود-انتنس-ard-4792,عطر مسمم إنتنس من لطافة بحجم 100 مل، بطابع قوي ثابت.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-4807,hold,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-4807.webp,معطر جو نبراس 300 مل / لطافة برايد,Lattafa,300 مل,home-linen-air,معطر-جو-نبراس-300-مل-لطافة-برايد-ard-4807,معطر جو نبراس من لطافة برايد بحجم 300 مل، لتعطير المنزل برائحة نبراس الغورماند الدافئة الأنيقة.,0,false,false,private,N/A_BASELINE_EXACT,EXECUTED,YES,YES
ARD-5036,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-5036.webp,عطر ماهر هونور 100 مل,Lattafa,100 مل,perfumes,عطر-ماهر-هونور-100-مل-ard-5036,عطر ماهر هونور 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة.,0,false,false,private,YES,EXECUTED,YES,YES
ARD-5058,affected,https://ztplxqlthuqkuktbznbo.supabase.co/storage/v1/object/public/products/ac7c356b-bcdf-4700-b31f-c6d2c5b53ca7/ARD-5058.webp,عطر خمرة واحة 100 مل,Lattafa,100 مل,perfumes,عطر-خمرة-واحة-100-مل-ard-5058,عطر خمرة واحة 100 مل من Lattafa بحجم 100 مل، للجنسين بطابع عطري عربي واضح مناسب لليومي والمناسبات الخاصة ويتميز بطابع Khamrah ضمن تشكيلة موثّقة.,0,false,false,private,YES,EXECUTED,YES,YES
